word,value
dengus,-3.0
dengut,-3.0
denyut,0.0
depak,-3.0
depresi,-4.0
deraan,-5.0
derai,-3.0
deras,-0.5
derek,-5.0
deriji,-4.0
dering,-3.0
derita,-5.0
deru,-3.0
derum,-4.0
desah,-3.0
desak,-1.5
desas-desus,-5.0
desau,-3.0
desersi,-3.0
desir,-2.0
deskripsi,-4.0
destar,-4.0
detak,-3.0
detektif,-3.0
dewan,-3.0
dia,-3.0
diajarin,-3.0
dialog,-1.0
diam,-1.0
diancurin,-3.0
diapain,-3.0
diare,-4.0
dibales,-3.0
dibalik,-3.0
dibeliin,-1.0
diblock,-4.0
dibuang,-3.0
dibully,-5.0
didih,-4.0
didik,0.0
diduain,-3.0
die,-4.0
diem,-0.5
diet,-3.0
digantung,-3.0
diginiin,-3.0
digituin,-2.0
digresi,-4.0
dikangenin,-2.0
dikatain,-3.0
diketawain,-4.0
dikira,-3.0
dikit,-4.0
dilarang,-3.0
dilema,-3.0
diliatin,-3.0
dilupain,-4.0
dimakan,-2.0
dimarahin,-5.0
dina,-5.0
dinasti,-3.0
dinistain,-4.0
dipaksa,-4.0
dipamerin,-3.0
dipanggil,-1.0
diplomasi,-5.0
direksi,-3.0
diri,-1.0
dirimu,-1.0
disakiti,-5.0
disalahin,-3.0
disayang,0.0
disentri,-5.0
diserang,-4.0
disimilaritas,-4.0
diskredit,-4.0
diskrepansi,-3.0
disparitas,-4.0
distingsi,-4.0
distorsi,-4.0
disuruh,-2.0
ditidurin,-4.0
ditinggal,-4.0
ditolak,-4.0
diusir,-4.0
divergensi,-4.0
doa,0.0
doang,0.0
dobel,-3.0
dobrak,-0.5
dogma,-3.0
dogol,-5.0
doh,-4.0
doi,-3.0
doktrin,0.0
domba,-3.0
domot,-5.0
dompleng,-3.0
dongkel,-3.0
dongkol,-4.0
dongok,-5.0
dosa,-4.0
down,-3.0
drama,-4.0
drama duka,-4.0
drastis,0.0
draw,-3.0
drop,-3.0
dua,-1.0
dua kali,-3.0
duaja,-3.0
duduk perut,-3.0
duel,-4.0
duet,-2.0
dugal,-5.0
duh,-4.0
duka,-0.5
dukacarita,-4.0
dukacita,-3.0
dukun,-3.0
duluan,0.0
dum,-3.0
dungkul,-4.0
dungu,-5.0
dunia,-0.5
dupleks,-3.0
dura,-3.0
durhaka,-5.0
duri,-4.0
durjana,-5.0
durkarsa,-5.0
dursila,-5.0
dwiganda,-3.0
eban,-4.0
ecer,-2.0
edan,-3.0
edaran,-3.0
eek,-5.0
ego,-3.0
egois,-5.0
ejakulasi,-3.0
ejek,-4.0
ejekan,-4.0
ekang,-4.0
eklektis,-3.0
ekofraksia,-5.0
ekor,-3.0
eks,-3.0
ekshibisi,-3.0
ekspirasi,-3.0
ekspos,-4.0
ekspres,0.0
ekstasi,-3.0
ekstrem,-4.0
el,-3.0
elak,-3.0
elusan,-3.0
elusif,-2.0
embah,-3.0
embal,-4.0
embarau,-3.0
embat,-4.0
embek,-3.0
embus,-3.0
emergensi,-4.0
emg,-1.0
emmm,-2.0
emosi,-0.5
empal,-4.0
empang,-3.0
empap,-3.0
empas,-3.0
empedal,-5.0
emper,-3.0
empos,-3.0
empot-empotan,-5.0
empuk,-0.5
enas,-5.0
encok,-5.0
endemi,-5.0
endus,0.0
enek,-4.0
engah,-1.5
enggan,-5.0
engkau,-4.0
entah,-3.0
entah-berentah,-3.0
entak,-3.0
enyah,-4.0
epidemi,-5.0
epigon,-3.0
erang,-1.5
erangan,-3.0
erik,-3.0
eror,-4.0
erot,-4.0
erotan,-4.0
erotis,-4.0
eroton,-4.0
error,-5.0
erti,0.0
esensial,-4.0
esok,-0.5
ex,-1.0
excited,-1.0
fadihat,-5.0
faedahnya,-1.0
fail,-5.0
fakir,-5.0
fakta,-3.0
faktor,-4.0
farak,-3.0
faring,-5.0
fasid,-5.0
fasilitas,-1.0
fatal,-5.0
feses,-5.0
fiksi,0.0
filo,-3.0
filsafat,0.0
firasat,-1.5
fiskal,-3.0
fitnah,-5.0
fk,-4.0
flu,-3.0
folder,-5.0
fondasi,-0.5
formal,-0.5
forum,-0.5
fosil,-4.0
fresh,-2.0
friksi,-5.0
frustasi,-3.0
fulanah,-1.0
fundamental,-4.0
fungsionaris,-3.0
gaada,-3.0
gaakan,-2.0
gabaik,-3.0
gabakal,-4.0
gabal,-5.0
gabas,-5.0
gabole,-2.0
gaboleh,-4.0
gabuk,-4.0
gabung,-5.0
gabungan,-5.0
gabut,-5.0
gabutuh,-3.0
gaco,-2.0
gacoan,-2.0
gadai,-3.0
gadang,-4.0
gado-gado,-4.0
gaenak,-3.0
gagal,-4.0
gagap,-5.0
gagar,-3.0
gagu,-3.0
gaib,-5.0
gajadi,-3.0
gaje,-3.0
gajih,-2.0
gakuat,-3.0
galaba,-5.0
galak panas,-3.0
galas,-4.0
galian,-3.0
gamak,-4.0
gamam,-4.0
gamang,-3.0
gamat,-5.0
gamau,-4.0
gambar,-0.5
gamblang,-1.0
gamungkin,-3.0
ganar,-4.0
ganas,-5.0
ganda,-3.0
gang,-4.0
gangerti,-3.0
ganggang,-3.0
ganggu,-4.0
ganggu jiwa,-4.0
gangguan jiwa,-4.0
gangguin,-3.0
ganjal,-3.0
ganjaran,0.0
ganjil,0.0
ganteng,0.0
ganti,0.0
gantung,-3.0
ganyang,-1.5
gapaham,-4.0
gapernah,-3.0
gapil mulut,-4.0
gapuk,-3.0
gapura,-4.0
gara,-4.0
gara-gara,-5.0
garang,-5.0
garib,-4.0
garis,-3.0
garis bawah,-3.0
garit,-3.0
garu,-4.0
garuk,-3.0
garwa ampil,-5.0
gas,-4.0
gasak,-5.0
gastroenterologi,-5.0
gasuka,-4.0
gatal,-3.0
gatau,-1.0
gatel,-3.0
gaul,-3.0
gaung,-3.0
gausa,-3.0
gausah,-4.0
gawat,-5.0
gayung,-4.0
gblk,-4.0
gbs,-2.0
gebang,-4.0
gebetan,-2.0
geblek,-5.0
gebok,-3.0
gebos,-3.0
gebu,-3.0
gebung,-5.0
gedang,-4.0
gede,0.0
gedembai,-4.0
gedor,-4.0
gegabah,-5.0
gegadan,-5.0
gegap,-1.5
gegar,-3.0
gegara,-3.0
gegetun,-4.0
gejolak,-1.0
gela,-3.0
geladah,-3.0
geladir,-5.0
gelagap,-2.0
gelagat,-1.5
gelanggang,-0.5
gelantung,-4.0
gelap,-4.0
gelatak,-4.0
gelebah,0.0
gelecik,-4.0
geledah,-3.0
geledek,-2.0
gelegak,-1.0
geleng,-3.0
gelesot,-1.0
geletar,-4.0
geletik,-3.0
geli,-2.0
geliat,-3.0
gelibat,-2.0
gelicik,-3.0
gelincir,-1.0
gelingsir,-3.0
gelinjang,-3.0
gelis,-3.0
gelisah,-5.0
gelo,-2.0
gelogok,-3.0
gelongsor,-4.0
gelopak,-4.0
gelora,0.0
geluduk,-3.0
geluncur,-3.0
gelung,-3.0
gemal,-5.0
gemas,-0.5
gemaung,-3.0
gembel,-5.0
gembil,-4.0
gemblung,-3.0
gembol,-4.0
gembrot,-3.0
gembul,-3.0
gembung,-3.0
gemeletek,-4.0
gemes,-2.0
gemetar,-3.0
geming,-1.0
gempal,-2.0
gempil,-4.0
gempita,-0.5
gempur,-4.0
gempuran,-3.0
gemuk,-3.0
gemuruh,-3.0
genah,-1.5
genang,-2.0
genangan,-2.0
genap,-3.0
gencat,-5.0
gencet,-5.0
gendak,-5.0
gendeng,-2.0
gendut,-3.0
generasi,-3.0
genitalia,-3.0
genjang,-4.0
gentar,-1.5
gepok,-1.5
gerah,-5.0
gerecok,-4.0
geregetan,-4.0
gerenyot,-4.0
gerepes,-4.0
geret,-3.0
geretan,-4.0
gergaji,-1.0
gerhana,-2.0
geriap,-4.0
gering,-5.0
gering hulu,-4.0
germo,-5.0
gerobak,-4.0
gerombol,-4.0
gerombolan,-4.0
gerombong,-4.0
gersang,-3.0
gertak,-5.0
geruh,-4.0
gesek,-1.0
geser,-2.0
getap,-4.0
getar,-1.0
getaran,-1.0
getir,-4.0
getol,-0.5
getun,-4.0
giang,-3.0
gibah,-3.0
gidik,-4.0
gigil,-0.5
gigit,-2.0
gila,-2.0
gila-gila,-4.0
gila-gilaan,-0.5
gilak,-4.0
gilas,-4.0
gili-gili,-3.0
ginding,-4.0
gingsir,-3.0
giniin,-2.0
gituan,-3.0
giwang,-1.0
gjd,-3.0
globe,-1.0
gobar hati,-2.0
goblok,-5.0
goda,-0.5
godaan,-3.0
godain,-3.0
gogrok,-3.0
gohong,-3.0
golak,-5.0
golek,-1.0
gombong,-3.0
goncang,-3.0
gondok,-4.0
gone,-2.0
gonggong anjing,-3.0
gonggongan (anjing),-3.0
gonjak,-5.0
gontok,-4.0
goodbye,-3.0
gorek api,-4.0
goreng,-0.5
gores,-1.0
gorong-gorong,-4.0
gosah,-3.0
gosip,-5.0
gosok,-5.0
got,-3.0
goyah,-4.0
goyang,-4.0
grecok,-4.0
grip,-4.0
griya,-1.0
grogi,-4.0
grup,-4.0
gua,-3.0
gubrisan,-2.0
gubuk,-2.0
gugatan,-5.0
gugup,-5.0
gugur,-1.0
gugus,-4.0
gulana,-4.0
guling,-3.0
gulir,-3.0
gulung tikar,-5.0
guncang,-3.0
guncangan,-2.0
gundah,-5.0
gundal,-3.0
gundik,-2.0
gunduk,-3.0
gundukan,-4.0
gunjingan,-5.0
guntur,-3.0
guram,-2.0
gurau,-4.0
gurauan,-4.0
gurub,-5.0
guruh,-0.5
gurun,-3.0
gusar,-1.0
gusur,-5.0
guyon,-4.0
habis,0.0
habis akal,-5.0
habitat,-2.0
hack,-4.0
hadang,-5.0
hadeh,-4.0
hadir,-0.5
hadirin,-3.0
haih,-4.0
hajar,-5.0
hajat,-2.0
hakam,-3.0
hakiki,-4.0
halah,-5.0
halang,-3.0
halilintar,-3.0
hama,-3.0
hambar,-3.0
hambat,-4.0
hambur,-3.0
hamburan,-3.0
hamik,-3.0
hamil,-5.0
hampa,-5.0
hamster,-3.0
hancai,-5.0
hancur lebur,-5.0
handai,-0.5
hangit,-5.0
hangus,-3.0
hantam,-5.0
hantam kromo,-4.0
hantaman,-3.0
hantu,-0.5
hanya,-3.0
hapus,-3.0
harap,0.0
harap-harap,-5.0
harap-harap cemas,-3.0
hardik,-5.0
hardikan,-5.0
haru biru,-5.0
harus,-5.0
hasad,-1.5
hasan,-0.5
hasud,-5.0
hate,-5.0
haters,-5.0
hati,0.0
hati-hati,-0.5
hatiku,0.0
hawa,-4.0
hawar,-5.0
hayoloh,-3.0
heboh,-1.0
hembus,-3.0
hempas,-4.0
hendak,0.0
hendaknya,0.0
hengkang,-4.0
henti,-4.0
henti tugas,-2.0
henyak,-4.0
heula,-2.0
hiatus,-2.0
hidu,-1.0
hidung,-5.0
hidup,-1.0
hih,-4.0
hilaf,-4.0
hilang,-0.5
hilang akal,-5.0
hilang arwah,-4.0
hilang hayat,-4.0
hilang ingat,-4.0
hilang ingatan,-4.0
hilang nyawa,-5.0
hilang pikiran,-4.0
hilang semangat,-4.0
himpit,-1.5
himpun,-3.0
himpunan,-4.0
hina,-5.0
hina aib,-4.0
hina rendah,-3.0
hinaan,-5.0
hinaan cacian,-5.0
hingar,-1.5
hipotesis,-3.0
hirap,-3.0
hiruk,-1.5
hirup,-3.0
hisap,-3.0
histeria,-5.0
histeris,-4.0
hitam,-4.0
hoax,-5.0
hoki,0.0
hop,-5.0
horor,-5.0
hot,-4.0
hubung,-1.0
hubungan singkat,-4.0
huda,-3.0
huhuhu,-2.0
huhuu,-4.0
hujah,-4.0
hujan,-0.5
hujat,-5.0
hujung,-3.0
hukum,0.0
hulu,-3.0
huma,-4.0
huni,-3.0
hunjam,-4.0
hutang,-5.0
iba,-5.0
iblis,-4.0
ibunda,-1.0
idap,-5.0
idih,-3.0
idiot,-5.0
idk,-3.0
idola,-3.0
ifrit,-4.0
igau,-3.0
igauan,-3.0
ihh,-5.0
ihhh,-4.0
ihhhh,-3.0
ihwal,-4.0
iih,-5.0
ijab,-1.0
ikan kena tuba,-4.0
ikat,-2.0
ikat janji,-0.5
ikat rambut,-4.0
ikhtiar,-0.5
iktikad,-1.0
ikut,-3.0
ikut-ikutan,-3.0
ilang,-5.0
ilat,-5.0
iluminasi,-3.0
image,-2.0
imam,-1.0
iman,0.0
imbalan,-1.0
imbang,-0.5
imbas,-4.0
imbesil,-5.0
iming-iming,-3.0
impas,-3.0
implementasi,-4.0
implikasi,-3.0
impoten,-5.0
imut,-1.0
inai,-4.0
inaugurasi,-3.0
incang-incut,-4.0
incess,-3.0
incit,-4.0
indehoi,-3.0
indikasi,0.0
indo,-3.0
indolen,-4.0
indolensi,-4.0
induk semang,-4.0
indusemen,-3.0
inersia,-4.0
inferior,-4.0
inferioritas,-5.0
influensa,-3.0
info,-3.0
informasi,-0.5
inga,-4.0
ingar,-5.0
ingat,-0.5
ingetin,-2.0
ingkar,-4.0
ingsut,-3.0
inheren,-4.0
inhibisi,-4.0
inisiator,-0.5
injakan,-3.0
injek,-3.0
inkarnasi,-1.0
inklinasi,-3.0
inklusif,-0.5
insaf,-1.0
insane,-4.0
insentif,0.0
insiden,-1.5
inspirasi,-3.0
instansi,-3.0
instruksi,-3.0
inteligen,-1.5
intensif,-1.0
interlokusi,-3.0
intiha,-3.0
intimidasi,-5.0
intrakalimat,-5.0
intrinsik,-4.0
invalid,-5.0
inventori,-3.0
ira,-3.0
iri,-4.5
iri hati,-5.0
iring-iringan,-4.0
iringan,-4.0
iris,-4.0
irit,0.0
irsyad,-3.0
isak,-5.0
isap jempol,-3.0
isapan jempol,-3.0
iseng,-3.0
ish,-4.0
isi,-1.5
isotop,-3.0
istan,-5.0
istirahat,-2.0
isu,-1.0
isukan,-1.0
item,-4.0
itu,-2.0
itunya,-2.0
iyain,-2.0
iyak,-2.0
iyasih,-2.0
izin,-4.0
jaat,-3.0
jabang bayi,-3.0
jabat,-3.0
jadi,-0.5
jadul,-3.0
jaga,-0.5
jaga-jaga,-1.0
jahad,-4.0
jahanam,-5.0
jahat,-4.0
jahatin,-3.0
jahatnya,-4.0
jahil,-4.0
jahit,-5.0
jail,-4.0
jajah,-5.0
jajal,-4.0
jajaran genjang,-4.0
jalan arteri,-4.0
jalan bentar,-4.0
jalan buntu,-4.0
jalan layang,-4.0
jalan lingkar,-4.0
jalan protokol,-4.0
jalan raya,-4.0
jalan setapak,-4.0
jalan tikus,-4.0
jalan tol,-4.0
jalanan,-4.0
jalang,-4.0
jalu,-4.0
jalur,-4.0
jamah,-5.0
jaman,-2.0
jambak,-5.0
jambret,-5.0
jamin,-5.0
jangan,-3.0
jangankan,-3.0
jangann,-3.0
janggal,-4.0
jangkang,-5.0
jangkit,-5.0
jantung hati,-3.0
jarah,-4.0
jarak,0.0
jaras,-5.0
jari,-4.0
jariji,-4.0
jaringan,-0.5
jarum,-4.0
jaruman,-5.0
jatohnya,-1.0
jatuh,-1.0
jauh,-4.0
jauhin,-3.0
jawab,-1.0
jawaban,-1.0
jawatan,-3.0
jealous,-3.0
jebeh,-5.0
jeblok,-5.0
jeblos,-1.5
jedot,-4.0
jejal,-1.0
jejap,-4.0
jelabak,-3.0
jelas,-1.0
jelata,-5.0
jelek,-5.0
jelingah,-3.0
jelma,-3.0
jelukan,-3.0
jelus,-2.0
jemari,-4.0
jembalang,-4.0
jembatan,-4.0
jembel,-5.0
jenaka,-3.0
jenazah,-4.0
jendala,-5.0
jendera,-4.0
jenewer,-4.0
jengkang,-5.0
jengkel,-4.0
jenguk,-2.0
jentaka,-5.0
jepit,-4.0
jeput,-3.0
jera,-3.0
jeran,-3.0
jerat semata,-3.0
jeraus,-0.5
jerawat,-3.0
jereket,-3.0
jerepet,-3.0
jeri,-3.0
jeriji,-4.0
jeringing,-4.0
jerit,-3.0
jeritan,-5.0
jerum,-4.0
jigong,-4.0
jihat,-4.0
jiji,-4.0
jijik,-5.0
jilat,-3.0
jilatan,-3.0
jilid,-5.0
jin,-3.0
jiplak,-3.0
jir,-3.0
jleb,-3.0
jobak,-3.0
jodoh,0.0
jolak,-3.0
jomblo,-1.0
jompo,-3.0
jones,-3.0
jongkok,-5.0
jorok,-5.0
jorong,-3.0
jotos,-5.0
jual murah,-3.0
juang,0.0
judes,-4.0
jungkal,-2.0
junior,-4.0
junjung,-2.0
junjungan,-2.0
juragan,-4.0
jurik,-4.0
juru damai,-3.0
jutek,-5.0
jutekin,-5.0
juwita,-4.0
juz,-4.0
kabar,-0.5
kabar angin,-3.0
kabar burung,-5.0
kabeh,-2.0
kabil,-4.0
kabin,-3.0
kabinet,-3.0
kabung,-2.0
kabur,-2.0
kabut,-2.0
kacang botor,-3.0
kacangan,-4.0
kacek,-4.0
kacip,-3.0
kacrek,-3.0
kacuk,-4.0
kada,-3.0
kadam,-3.0
kafe,-4.0
kafetaria,-4.0
kafilah,-4.0
kagak,-3.0
kaget,0.0
kaidah,-4.0
kaitan,-1.5
kakas,-3.0
kaki ayam,-3.0
kalah,-4.0
kalang tanah,-2.0
kalang-kabut,-4.0
kalap,-1.0
kalau,-1.0
kalimantang,-3.0
kalimat,-3.0
kalor,-4.0
kalut,-3.0
kambing,-3.0
kambuh,-4.0
kampit,-1.0
kampret,-5.0
kampungan,-5.0
kanak-kanak anyir,-3.0
kandas,-5.0
kandut,-3.0
kangen,0.0
kanji,-3.0
kantin,-4.0
kantong kering,-4.0
kantong perut,-5.0
kantong tipis,-4.0
kanun,-3.0
kaos,-4.0
kapah,-2.0
kapal,-3.0
kapok,-3.0
kapuk,-3.0
karang,-3.0
karangan,-4.0
karavan,-4.0
kardinal,-4.0
karena,-3.0
karin,-2.0
karu,-5.0
karut,-5.0
kasam,-3.0
kasemat,-3.0
kasep,-4.0
kasi,-3.0
kasian,-3.0
kasiku,-4.0
kasim,-4.0
kasip,-5.0
kasur,-4.0
kata,-1.0
kata-,-4.0
kata-kata,-4.0
katanya,-1.0
kaus,-4.0
kawaei,-2.0
kawal,-0.5
kawula,-3.0
kaya,0.0
kayak,-3.0
kayaknya,-3.0
kayangan,-5.0
kayanya,-2.0
ke belakang,-5.0
ke-tidakjelasan,-5.0
keaiban,-5.0
keajaiban,-4.0
keanehan,-4.0
keasingan,-4.0
kebabaran,-2.0
kebaca,-1.0
kebalik,-3.0
kebangkitan,-1.5
kebangunan,-5.0
kebas,-3.0
kebat,-3.0
kebejatan,-5.0
kebentok,-4.0
kebimbangan,-4.0
kebingungan,-3.0
kebirahan,-3.0
kebiri,-4.0
kebisuan,-4.0
kebo,-4.0
kebobrokan,-4.0
kebodohan,-3.0
kebun,-4.0
keburu,-3.0
keburukan,-5.0
kebusukan,-5.0
kecabuhan,-3.0
kecabulan,-5.0
kecaman,-5.0
kecamuk,-4.0
kecantol,-3.0
kecap,-4.0
kecapan,-4.0
kecapekan,-3.0
kecek,-3.0
kecelakaan,-5.0
kecemasan,-4.0
kecemerlangan,-1.0
keceriaan,-1.0
kecerobohan,-5.0
kecil,-3.0
kecil hati,-4.0
kecintaan,-3.0
kecipir,-3.0
kecoa,-3.0
kecut,-4.0
kedai minuman,-4.0
kedaifan,-3.0
kedaluwarsa,-3.0
kedapatan,-2.0
kedengkian,-5.0
keder,-4.0
kedinginan,-3.0
kedukaan,-4.0
kedung,-3.0
keduniaan,-0.5
kedut,-4.0
kegaduhan,-3.0
keganjilan,-4.0
kegedean,-2.0
kegegeran,-3.0
kegelisahan,-4.0
kegemparan,-4.0
kegeruhan,-4.0
kehampaan,-3.0
kehangatan,0.0
kehebohan,-1.0
keheningan,-4.0
kehilangan,-4.0
kehinaan keaiban,-4.0
kehuru-haraan,-4.0
keinget,-2.0
kejam,-4.0
kejangkitan,-4.0
kejar,-3.0
kejedot,-4.0
kejelekan,-5.0
kejepit,-4.0
kejernihan,-3.0
keji,-5.0
kejorokan,-5.0
kejut,0.0
kekacauan,-4.0
kekang,-4.0
kekecewaan,-3.0
kekecohan,-5.0
kekejian,-5.0
kekeliruan,-2.0
kekerabatan,-0.5
kekeramatan,-5.0
kekerasan,-4.0
kekhawatiran,-4.0
keki,-1.5
kekosongan,-3.0
kekotoran,-5.0
kekurangan,-3.0
kekusutan,-4.0
keladi,-3.0
kelainan,-4.0
kelakar,-4.0
kelam,-4.0
kelam kabut,-4.0
kelamaan,-4.0
kelambanan,-4.0
kelamin,-3.0
kelangkan,-3.0
kelas,-3.0
kelasah-kelusuh,-5.0
kelatahan,-5.0
kelati,-3.0
kelebihan,-3.0
kelelahan,-3.0
kelemahan,-4.0
kelembaman,-3.0
kelengangan,-4.0
kelengar,-4.0
kelesa,-4.0
kelesah,-5.0
kelesuan,-5.0
keletah,-3.0
keletihan,-3.0
kelimut,-3.0
keling,-3.0
kelipar,-4.0
kelir,-3.0
keliru,-2.0
kelok,-2.0
kelompang,-3.0
kelompok,-5.0
keloyoan,-3.0
kelu,-3.0
keluar,-3.0
keluarkan,-3.0
kelucahan,-5.0
keluhan,-3.0
kelusuh-kelasah,-5.0
kemakmuran,-3.0
kemaknagandaan,-3.0
kemalangan,-5.0
kemaluan,-3.0
kemamang,-4.0
kemandang,-3.0
kemasukan,-3.0
kemasygulan,-3.0
kematian,-5.0
kemayu,-3.0
kemban,-5.0
kembang-kempis,-0.5
kembar,-3.0
kembung,-3.0
kemerosotan,-5.0
kemesuman,-5.0
kemik,-3.0
kemiripan,0.0
kempa,-3.0
kempes,-4.0
kemplang,-5.0
kemunduran,-5.0
kemungkinan,-1.0
kemuraman,-5.0
kemurkaan,-5.0
kemurungan,-5.0
kena,-3.0
kenahasan,-2.0
kenan,-0.5
kenapaaa,-3.0
kenapasih,-3.0
kencan,-0.5
kencang,0.0
kenceng,-2.0
kencing,-3.0
kendati,-3.0
kendatipun,-3.0
kenes,-3.0
kenestapaan,-3.0
kenistaan,-5.0
kentara,-1.0
kentut,-2.0
kenyataannya,-2.0
kenyih,-4.0
keok,-2.0
keonaran,-5.0
kepala angin,-3.0
kepala udang,-3.0
kepalan,-5.0
kepalang,-3.0
kepanikan,-4.0
keparat,-5.0
kepayahan,-3.0
kepedihan,-5.0
kepelikan,-4.0
kepenatan,-4.0
kepencet,-2.0
kepeng,-2.0
kepercayaan,0.0
keperihan,-5.0
kepetangan,-3.0
kepialu,-4.0
kepincangan,-4.0
kepindahan,-3.0
kepinding,-5.0
kepleset,-0.5
kepo,-0.5
kepompong,-5.0
keprihatinan,-0.5
keputusasaan,-5.0
kera,-3.0
kerabat,0.0
kerabit,-3.0
kerabu,-5.0
kerai,-4.0
kerajaan,-3.0
kerak,-2.0
kerakal,-3.0
keramat,-3.0
keran,-4.0
keras hati,-1.0
keras kepala,-4.0
keras tulang,0.0
kerasan,0.0
kerasukan,-5.0
kerat,-1.0
kerawanan,-4.0
kerbau,-3.0
kerdak,-4.0
kerekau,-3.0
kerelaan,-2.0
keremus,-4.0
kerepotan,-3.0
kereseng,-4.0
kereta,-4.0
keretakan,-4.0
keri,-4.0
keributan,-5.0
kerik,-3.0
kerikil,-3.0
kering,-3.0
keris,-4.0
kerising,-4.0
keriuhan,-3.0
kerja keras,-1.0
kerjain,-3.0
kernyih,-4.0
kerok,-3.0
keropok,-3.0
keropos,-3.0
kerosek,-3.0
keroyok,-1.5
kerubung,-1.0
kerubut,-3.0
kerugian,-5.0
keruh,-4.0
kerumit,-5.0
kerumitan,-5.0
kerusuhan,-5.0
kerut,-2.0
kerut merut,-3.0
keruwetan,-4.0
kesahihan,-3.0
kesal,-0.5
kesalahan,-5.0
kesambet,-3.0
kesayuan,-2.0
kesebalikan,-2.0
kesedihan,-5.0
kesejukan,-3.0
kesel,-5.0
keseleo,-3.0
kesendirian,-4.0
kesenduan,-2.0
kesengsaraan,-5.0
kesenjangan,-4.0
kesentuhan,-3.0
kesenyapan,-4.0
kesepakatan,-0.5
kesepian,-4.0
keseser,-4.0
keset,-4.0
kesetanan,-3.0
kesi,-3.0
kesialan,-5.0
kesian,-3.0
kesiannya,-4.0
kesibukan,-3.0
kesomplok,-4.0
kesucian,-1.0
kesudahan,-3.0
kesukaran,-4.0
kesulitan,-5.0
kesumat,-4.0
kesunyian,-3.0
kesuraman,-5.0
kesurupan,-5.0
kesusahan,-5.0
kesusupan,-2.0
ketagihan,-3.0
ketahuan,-5.0
ketaksaan,-5.0
ketakutan,-4.0
ketar,-3.0
ketat,-3.0
ketauan,-4.0
ketelanjuran,-5.0
keteledoran,-4.0
ketenangan,-4.0
keterkaitan,-3.0
keterlaluan,-5.0
keterlibatan,-3.0
ketewasan,-3.0
ketidaktentuan,-5.0
ketiduran,-3.0
ketimpangan,-4.0
ketinggalan,-3.0
ketinggian,-2.0
ketuat,-4.0
ketul,-3.0
ketulahan,-4.0
ketularan,-4.0
ketumbukan,-4.0
ketupat bangkahulu,-5.0
ketupat bengkulu,-5.0
ketus,-4.0
kewalahan,-3.0
kgk,-3.0
khabis,-3.0
khafi,-5.0
khair,-4.0
khalifatullah,-4.0
khalwat,-3.0
kharab,-5.0
khasi,-4.0
khatimah,-3.0
khawatir,-2.0
khianat,-4.0
khilaf,-4.0
khinzir,-4.0
khisit,-5.0
kial,-4.0
kiamat,-3.0
kicauan,-4.0
kicik,-3.0
kidib,-3.0
kikis,-5.0
kilah,-4.0
kilang,-3.0
kincit,-5.0
kira,0.0
kirai,-3.0
kiranya,-1.0
kiri,-3.0
kisi,-3.0
kisi-kisi,-4.0
kisikan,-3.0
kisruh,-3.0
kitab,-0.5
kliyengan,-1.5
kobar,-2.0
kobaran,-3.0
kocak,-2.0
kocar-kacir,-5.0
kocok,-3.0
kode,-3.0
kodok,-2.0
kohor,-3.0
koit,-5.0
kojor,-3.0
kolam,-3.0
kolaps,-5.0
kolera,-4.0
kolot,-5.0
komat-kamit,-3.0
kompas,-3.0
kompleksitas,-4.0
komplikasi,-3.0
komplot,0.0
kompor,-4.0
komunikasi,-1.0
komunitas,-0.5
koneksi,-1.0
kongkalikong,-4.0
kongkong,-3.0
konglomerasi,-4.0
konkretisasi,-3.0
konkurensi,-4.0
konotasi,-3.0
konsekuensi,-3.0
konsistensi,-3.0
konspirasi,0.0
kontak,-1.0
kontaminasi,-4.0
kontol,-5.0
kontradiksi,-3.0
kontras,-3.0
kontroversi,-4.0
konveks,-3.0
konyol,-3.0
koplo,-3.0
kopong,-4.0
kopyor,-4.0
korban,-4.0
korek,0.0
korek api,-4.0
korup,-5.0
korupsi,-4.0
kosong,-4.0
kot,-1.0
kota,-1.0
kotak,-3.0
koteng,-3.0
kotor,-5.0
kotoran,-5.0
koyak,-3.0
koyak-koyak,-5.0
krg,-2.0
krisis,-4.0
krista,-4.0
kritik,-5.0
kritikan,-5.0
kritis,-5.0
kroco,-4.0
kromatis,-3.0
kronis,-5.0
kronologi,-1.0
kualat,-4.0
kuat,-0.5
kuat (dugaan),0.0
kuat duga,0.0
kubang,-3.0
kubra,-1.5
kucar-kacir,-5.0
kufur,-5.0
kukuh,-1.0
kukul,-3.0
kukur,-3.0
kulak,-3.0
kuliah,-0.5
kumandang,-3.0
kumat,-4.0
kumbang,-1.5
kumuh,-4.0
kunarpa,-4.0
kungkungan,-3.0
kuning,-4.0
kunjung,0.0
kuno,-5.0
kuota,-2.0
kurang,-3.0
kurang adat,-5.0
kurang ajar,-5.0
kurang darah,-4.0
kurang pikiran,-3.0
kurbal,-3.0
kurban,-3.0
kurung,-3.0
kurungan,-4.0
kurus,-3.0
kurusuhan,-4.0
kusut,-4.0
kusut hati,-5.0
kusut pikiran,-4.0
kutil,-4.0
kutu busuk,-4.0
kutuk,-5.0
kutut,-3.0
kuwur,-4.0
kuyu,-5.0
kuyup,-3.0
kzl,-5.0
labil,-4.0
laboratorium,-3.0
labrak,-4.0
labuda,-3.0
lacur,-5.0
ladah,-5.0
ladang,-4.0
lafal,-1.0
lagak,0.0
lagi,-3.0
