word,value
lagian,-3.0
lahang,-3.0
lahir kembali,-3.0
laif,-5.0
laik,-5.0
lain,-4.0
lajat,-5.0
laknat,-5.0
lakon,-1.5
lalai,-4.0
lalat hijau,-5.0
lalat kerbau,-4.0
lali,-4.0
lalim,-5.0
lalu dr dunia,-5.0
laluan,-4.0
lama,-4.0
lambang,-3.0
lambat-lambat,-4.0
lancang,-5.0
lancang mulut,-4.0
lancip,-4.0
lancut,-4.0
landasan (pesawat udara),-4.0
langah,-3.0
langau,-4.0
langis,-5.0
langka,-5.0
langkan,-3.0
langkap,-3.0
langking,-4.0
langsai,-3.0
langsuir,-4.0
lanjur,-1.0
lanjut,-1.5
lanjut umur,-3.0
lanjut usia,-3.0
lantaran,-4.0
lanyak,-3.0
lap,-5.0
lap kaki,-2.0
lapang hati,-1.0
lapar,-5.0
laper,-3.0
laporan,-5.0
laporin,-3.0
lapuk,-5.0
lara,-5.0
larang,-3.0
larat,-3.0
larat hati,-3.0
lari,-2.0
lari-lari,-2.0
larut,-2.0
lasat,-5.0
lata,-5.0
laten,-5.0
latihan,-2.0
latisan,-4.0
lau,-2.0
laur,-4.0
lawan,-1.5
lawas,-1.5
layak,-1.0
layan,0.0
layon,-4.0
layu,-4.0
layuh,-3.0
ldr,-2.0
leave,-3.0
lebar,0.0
lebar mulut,-4.0
lebay,-4.0
lebu,-3.0
lebur,-5.0
leburan,-3.0
lecap,-4.0
leceh,-5.0
lecet,-4.0
ledak,-4.0
ledekan,-5.0
ledes,-3.0
leduk,-4.0
legalisasi,-3.0
legalitas,-3.0
lekap,-3.0
lekas,-0.5
lekat,-3.0
lekukan,-3.0
lela,-4.0
lelang,-1.0
lelap,-0.5
leleh,-1.0
lelembut,-4.0
leler,-4.0
lelucon,-4.0
lelung,-3.0
lemau,-4.0
lembaga,-3.0
lembam,-4.0
lembap,-4.0
lembeng,-4.0
lembu,-3.0
lembu hutan,-3.0
lembu liar,-3.0
lembung,-3.0
lemes,-3.0
lemot,-5.0
lencana,-3.0
lendeh,-3.0
lengah,-4.0
lengang,-4.0
lengas,-4.0
lenggana,-4.0
lengkap,-0.5
lengket,-2.0
lengket-lengket,-3.0
lengkur,-3.0
lenguh,-4.0
lenyap,-5.0
lenyap daratan,-4.0
lepas,-2.0
lepasan,-3.0
lepaskan,-2.0
lepek,-0.5
lepra,-5.0
lerak,-4.0
lesap,-3.0
lesit,-1.0
lesu,-4.0
leta,-5.0
letup,-3.0
letus,-4.0
lever,-2.0
lewat,-1.5
lewat batas,-4.0
leyu,-4.0
liang,-3.0
liang jimak,-4.0
liang sanggama,-4.0
lieur,-3.0
life,-2.0
lihai,-1.0
lilit,-3.0
lindap,-3.0
linggis,-4.0
lingkar,-3.0
lingkup,-5.0
lingsir,-1.5
linguis,-3.0
lintar,-3.0
lintasan,-4.0
linu,0.0
lipat dua,-3.0
liplap,-3.0
lipur,0.0
lirih,-3.0
lisong,-3.0
lisut,-4.0
liwa,-3.0
loakan,-4.0
lock,-2.0
loksek,-4.0
loloh,-3.0
lolos,-4.0
lombong,-3.0
lompong,-2.0
londang,-3.0
loneng,-3.0
longgok,-3.0
lopak,-4.0
lopak-lapik,-4.0
lorong,-4.0
lorot,-1.5
lost,-3.0
lot,-5.0
lotong,-4.0
lotre,-1.5
luak,-3.0
luang,-0.5
luar biasa,0.0
lubang,-3.0
lubang jarum,-5.0
lubuk,-3.0
lucah,-5.0
lucunya,-2.0
lucut,-3.0
luda,-3.0
ludes,-5.0
luka,-5.0
luluh lantak,-5.0
lumat,-4.0
lumayan,-0.5
lumer,-3.0
lumut,-3.0
lunas (kapal,-0.5
luncas,-3.0
lungkang,-4.0
lungse,-4.0
luntur,-1.0
lupa,-1.0
lupa diri,-3.0
luput,-3.0
luruh,0.0
lusuh,-5.0
lutu,-4.0
lutut,-2.0
luwes,-4.0
luyu,-1.0
maaf,-0.5
maafin,-3.0
maafkan,-3.0
maap,-3.0
maapin,-4.0
maapkan,-3.0
mabok,-4.0
macem,-2.0
macis,-4.0
madani,-4.0
madat,-3.0
mafia,-5.0
mager,-4.0
maghrib,-2.0
maherat,-4.0
mahh,-3.0
mahkamah,-3.0
maho,-4.0
main,0.0
main kayu,-3.0
main mata,-5.0
main muda,-3.0
mainin,-2.0
mainstream,-3.0
mairat,-5.0
majikan,-3.0
makan,0.0
makan bawang,-5.0
makelar,-3.0
makhluk halus,-4.0
maki,-5.0
makian,-5.0
maklumat,-0.5
makmum,-3.0
maksa,-5.0
maksudnya,-1.0
mala,-5.0
malak,-4.0
malam,-1.0
malang,-5.0
malapateka,-3.0
malapetaka,-5.0
malas,-4.0
malem,-1.0
males,-4.0
malesin,-4.0
malu,-1.0
malu mata,-4.0
mam,-5.0
mamah,-4.0
mamam,-3.0
mamang,-4.0
mambang,-4.0
mampir,-0.5
mampu,-1.0
mampus,-5.0
man,-1.0
manah,-2.0
manasuka,-4.0
mandiri,-3.0
maneh,-3.0
mangau,-4.0
manggak,-5.0
mangkas,-2.0
mangkel,-4.0
mangkir,-3.0
mangut,-4.0
manifestasi,-3.0
manipulator,-4.0
manjaan,-3.0
mansukh,-4.0
mantan,-3.0
mantannya,-3.0
manuver,-3.0
mara,-4.0
marah,-5.0
marahin,-4.0
marilah,0.0
mariyuana,-3.0
maruk,-3.0
masa bodoh,-4.0
masai,-4.0
masak,0.0
masalah,-4.0
masif,-0.5
master,-1.0
masuk,-3.0
masyhur,-0.5
mata,-2.0
mata betung,-3.0
mata ikan,-4.0
mata-mata,-3.0
matanya,-2.0
mati,-0.5
mati pucuk,-5.0
matiin,-2.0
maula,-4.0
maunya,-1.0
mayat,-4.0
mayit,-4.0
mbeling,-2.0
mblo,-3.0
medok,-3.0
meh,-5.0
melabrak,-5.0
meladeni,-1.0
melahap,-5.0
melaknat,-5.0
melaksanakan,-3.0
melalah,-4.0
melalak,-3.0
melalap,-4.0
melampau,-4.0
melandai,-3.0
melanggar,-5.0
melankoli,-5.0
melankolis,-2.0
melantak,-4.0
melar,-2.0
melarang,-3.0
melarat,-4.0
melawat,-4.0
melayang,-3.0
melayani,-1.0
melecehkan,-0.5
meledak,-4.0
meleja,-5.0
melek,0.0
melekat,-4.0
melelah,-3.0
melelapkan,-3.0
melemah,-3.0
melembung,-3.0
melenceng,-3.0
melendeh,0.0
melenyapkan,-5.0
melepas,-5.0
melepaskan,-5.0
melepek,-4.0
melesap,-3.0
meleset,-3.0
melesit,-1.0
melet,-3.0
meleting,-3.0
melibas,-4.0
meligih,-4.0
melindap,-3.0
melindur,-3.0
melingkupi,-3.0
melintang,-4.0
meliputi,-3.0
meloloh,-3.0
melorot,-1.5
meloya,-4.0
melubangi,-3.0
melukat,-4.0
melulu,-3.0
meluluhlantakkan,-4.0
melumangkan,-5.0
melumatkan,-4.0
melumur,-4.0
melunyah,-3.0
melupai diri,-3.0
melupakanmu,-3.0
memaafkan,-3.0
memacak,-4.0
memadatkan,-3.0
memakan,-4.0
memaki,-5.0
memaku,-3.0
memalak,-4.0
memaling,-5.0
memamah,-4.0
memampat,-3.0
memanas-manasi,-3.0
memanaskan,-4.0
memanggang,-4.0
memangku,-3.0
memangnya,-2.0
memantai,-1.5
memantak,-4.0
memantang,-4.0
memantapkan,-3.0
memapas,-5.0
memarahi,-5.0
memarak,-3.0
memarap,-3.0
memasak,-3.0
memasuki,-0.5
mematung,-3.0
mematut-matut,-3.0
membabar,-1.0
membabat,-4.0
membabi buta,-4.0
membahana,-3.0
membaik,-3.0
membajak,-5.0
membakar,-4.0
membalik belakang,-5.0
membandel,-5.0
membanding,-3.0
membandingkan,-3.0
membandungi,-1.0
membangunkan,-4.0
membanjiri,-3.0
membantai,-4.0
membantar,-4.0
membanting,-4.0
membantu,0.0
membara,-0.5
membasmi,-5.0
membatasi,-3.0
membatu,0.0
membawa berat,-3.0
membawang,-5.0
membawat,-5.0
membayankan,-4.0
membayar,-3.0
membeber,-4.0
membeda-bedakan,-3.0
membegal,-5.0
membekam,-4.0
membekap,-3.0
membekas,-3.0
membelai,-4.0
membeli,-0.5
membelot,-5.0
membembam,-4.0
membencanai,-4.0
membenci,-5.0
membendung,-3.0
membentak,-5.0
membentur,-3.0
memberangsangkan,-4.0
memberantas,-5.0
memberhentikan,-5.0
memberi,0.0
membersihkan,-5.0
membesar,-2.0
membeset,-4.0
membeslah,-4.0
membiak,-3.0
membiarkan,-3.0
membidikkan,-2.0
membinasakan,-5.0
membisu,-1.0
memble,-3.0
membobol,-5.0
membocorkan,-4.0
membohong,-4.0
membohongi,-3.0
membolos,-3.0
membonceng,-3.0
membongkar,-4.0
membopong,-3.0
membosankan,-3.0
membual,-4.0
membuang,-4.0
membuang nyawa,-5.0
membuktikan,-4.0
membukukan,-5.0
membuncahkan,-4.0
memburu,-0.5
memburukkan,-5.0
memecah,-4.0
memecatkan,-5.0
memedi,-4.0
memegang,-4.0
memegat,-3.0
memejahijaukan,-1.5
memejalkan,-3.0
memek,-5.0
memekik,-3.0
memenangi,-5.0
memendek,-3.0
memenggal lidah,-5.0
memenuhi,-3.0
memergoki,-5.0
memeriksa,-5.0
memerli,-5.0
memerusa,-4.0
memetuahkan,-3.0
memfatwakan,-3.0
memfitnah,-4.0
memidana,-3.0
memihak,-3.0
memihakkan,-4.0
memijak,-3.0
memikat,-1.0
memikirkan,-3.0
memikul,-5.0
memilin,-5.0
memindahkan,-2.0
meminta (kpd Tuhan),0.0
memipihkan,-3.0
memojokkan,-4.0
memomokkan,-5.0
memorakporandakan,-3.0
memosisikan,-5.0
memotivasi,-4.0
memotong,-3.0
memperapikan,-2.0
memperbandingkan,-3.0
memperduakan,-3.0
memperhitungkan,-1.0
memperkacaukan,-4.0
memperkeruh,-4.0
memperlihatkan,-3.0
mempermudah,-3.0
memperolahkan,-4.0
mempersakiti,-5.0
mempersoalkan,-4.0
mempertaruhkan,-3.0
mempertenggangkan,-3.0
mempertimbangkan,-3.0
memuakkan,-5.0
memuaskan,0.0
memukuli,-4.0
memuluskan,-1.0
memungut,-2.0
memupus,-5.0
memusingkan,0.0
memusnahkan,-5.0
memusuhi,-5.0
memvonis,-3.0
menabrak,-3.0
menadaburkan,-3.0
menafakurkan,-3.0
menafikan,-4.0
menagak,-5.0
menagih,-3.0
menahan,-5.0
menahankan,-2.0
menahun,-5.0
menakali,-4.0
menakjubi,-1.0
menaklukkan,-4.0
menakutkan,-4.0
menamatkan riwayatnya,-3.0
menambak,-5.0
menambus,-4.0
menampak,-4.0
menampakkan,-4.0
menampakkan diri,-3.0
menampel,-3.0
menampik,-4.0
menancap,-4.0
menang,-0.5
menangap,-5.0
menanggang,-5.0
menanggapi,-1.0
menanggulangi,-5.0
menanggung,-2.0
menanggungkan,-5.0
menangis,-5.0
menangkal,-4.0
menangkap,0.0
menangkap tangan,-5.0
menantang,-4.0
menarik,0.0
menarik napas penghabisan,-5.0
menaruh syak,-3.0
menasihatkan,-3.0
menata,-2.0
mencabarkan,-4.0
mencabau,-4.0
mencaci,-5.0
mencaci-maki,-5.0
mencagil,-4.0
mencagun,-3.0
mencair,-1.0
mencak,-5.0
mencak-mencak,-5.0
mencakar,-4.0
mencalit,-3.0
mencampurbaurkan,-4.0
mencamuk,-4.0
mencangkum,-3.0
mencaplok,-3.0
mencarak,-3.0
mencari,-3.0
mencatut,-3.0
mencebur,-5.0
mencecah,-3.0
mencecak,-3.0
mencederai,-4.0
mencegah,-5.0
mencegat,-3.0
mencekak,-4.0
mencekam,-4.0
mencekau,-2.0
mencekik,-4.0
mencekuh,-3.0
mencela,-5.0
mencelakai,-5.0
mencelampakkan,-3.0
menceluk,-3.0
mencemari,-4.0
mencemat,-5.0
mencemooh,-5.0
mencemplung,-5.0
mencempung,-4.0
menceng,-4.0
mencengkam,-4.0
mencengkau,-4.0
mencengkelong,-5.0
mencengkeram,-4.0
mencepung,-5.0
menceracau,-3.0
mencerat,-3.0
mencerca,-5.0
menceret,-5.0
mencerkau,-4.0
mencerup,-3.0
mencetak,-5.0
mencibir,-5.0
mencibirkan,-5.0
mencicik,-5.0
mencilok,-3.0
mencirit,-5.0
mencium,-3.0
mencium tanah,-5.0
menciut,-3.0
mencoblos,-3.0
mencocok,-3.0
mencolong,-5.0
mencomot,-4.0
menconteng,-3.0
mencontengkan,-3.0
mencopet,-5.0
mencoreng,-4.0
mencoret,-3.0
mencret,-4.0
mencuca,-5.0
mencucuk,-3.0
mencucut,-3.0
mencukupi,-3.0
mencungkil,-4.0
mencura,-5.0
mencurat,-1.0
mencuri,-5.0
mencuru,-3.0
mendaifkan,0.0
mendakwa,-4.0
mendalam,0.0
mendamprat,-4.0
mendangkung,-3.0
mendapati,-4.0
mendarat,-1.5
mendasar,-4.0
mendaulat,-5.0
mendebarkan,-4.0
mendedahkan,-4.0
mendekap,-3.0
mendemonstrasikan,-4.0
mendengu,-3.0
mendengung,-4.0
menderita,-5.0
mendesak,-4.0
mendiami,-3.0
mendiamkan,-3.0
mendidih,-3.0
mendidis,-4.0
mendindingi,-5.0
mending,-0.5
mendingan,-3.0
mendiskreditkan,-4.0
mendompleng,-3.0
mendongkolkan,-5.0
mendorong,-4.0
mendung,-3.0
mendungas,-3.0
menduri,-4.0
mendusta,-4.0
mendustai,-3.0
menebalkan,-3.0
menebat,-3.0
menebeng,-3.0
menebuk,-3.0
menegah,-5.0
menegangkan,-4.0
menegapkan,-3.0
meneguhkan,-3.0
meneguk,-3.0
menegur,-0.5
menekan,-3.0
menekankan,-3.0
menelaah,-1.5
menelanjangi,-4.0
menembis,-5.0
menembok,-1.0
menempati,-3.0
menempel,-3.0
menendang,-5.0
menenes,-2.0
menengahi,-5.0
menenggang,-3.0
menengkar,-5.0
menengking,-5.0
menentang,-5.0
menep,-3.0
menepis,-3.0
menerbankan,-4.0
menerima kenyataan,-4.0
menerjang,-3.0
menerjunkan,-5.0
menerpa,-3.0
menetapkan,-5.0
menetes,-3.0
mengabar,-5.0
mengabdi,-3.0
mengabsorpsi,-3.0
mengabulkan,-3.0
mengacak,-4.0
mengacau,0.0
mengacaukan,-4.0
mengada,-3.0
mengada-ada,-4.0
mengadang,-3.0
mengadili,-4.0
mengaduk,-4.0
mengagak-agak,-3.0
mengagumkan,-0.5
mengalah,-2.0
mengalahkan,-4.0
mengalami,0.0
mengalihkan,-5.0
mengamalkan,-4.0
mengambang,-5.0
mengamput,-3.0
mengamuk,-2.0
mengandung,-3.0
mengandut,-3.0
menganeksasi,-5.0
menganggur,-4.0
menganjurkan,-3.0
mengantara,-3.0
mengantarai,-3.0
mengantongi,-2.0
menganugerahi,0.0
mengap,-3.0
mengapkir,-4.0
mengarah,-4.0
mengarau,-4.0
mengaret,-3.0
mengarik,-3.0
mengasihi,0.0
mengasuh,-2.0
mengata-ngatai,-5.0
mengaur,-3.0
mengawal,0.0
mengawali,-3.0
mengawasi,-2.0
mengayun,-3.0
mengayunkan,-3.0
mengazab,-3.0
mengazabkan,-3.0
mengebiri,-3.0
mengebumikan,-3.0
mengecerkan,-2.0
mengecewakan,-3.0
mengedrop,-4.0
mengedut,-5.0
mengejar,-4.0
mengejawantah,-3.0
mengejek,-4.0
mengejikan,-3.0
mengejutkan,-3.0
mengekang,-4.0
mengekol,-3.0
mengelakkan,-4.0
mengelih,-4.0
mengelis,-3.0
mengelukan,-2.0
mengembat,-5.0
mengembus,-4.0
mengempang,-5.0
mengempaskan,-3.0
mengempis,-3.0
mengemu,-3.0
mengemukakan,-3.0
mengenangkan,-3.0
mengencang,-3.0
mengendur,-3.0
mengenjak,-3.0
mengentak,-3.0
mengenyam,-1.0
mengerem,-2.0
mengeremus,-4.0
mengerik,-3.0
mengerikan,0.0
mengerinyau,-3.0
mengerjakan,-4.0
mengerkau,-4.0
mengernai,-4.0
mengeroyok,-1.5
mengerti,0.0
mengerubungi,-1.0
mengerubuti,-4.0
mengeruh,-3.0
mengerut,-3.0
mengesahkan,-0.5
mengesak,-3.0
mengesampingkan,-4.0
mengesan,-3.0
mengesel,-5.0
mengesup,-3.0
mengetepikan,-4.0
mengetes,-3.0
menggabungkan,-3.0
menggadaikan,-3.0
menggaduhkan,-4.0
menggaet,-5.0
menggagalkan,-3.0
menggalakkan,-4.0
menggalakkan memanas-manasi,-3.0
menggali-gali,-4.0
menggampangkan,-3.0
mengganas,-4.0
mengganas bercabul,-4.0
mengganggu,0.0
mengganjari,0.0
mengganjarkan,-3.0
mengganyang,-1.5
menggarangkan,-4.0
menggarit,-3.0
menggarong,-5.0
menggasak,-5.0
menggebos,-5.0
menggelabu,-4.0
menggelabur,-5.0
menggelapkan,-4.0
menggelecik,-3.0
menggeleng,-3.0
menggelesot,-1.0
menggeletar,-4.0
menggeliat,-3.0
menggeligi,-4.0
menggeligis,-4.0
menggelikan,-3.0
menggelincir,-1.0
menggelingsir,-3.0
menggelinyau,-3.0
menggelisahi,-4.0
menggelogok,-3.0
menggelorakan,-4.0
menggelup,-4.0
menggema,-4.0
menggemaskan,-5.0
menggempur,-4.0
menggemuruh,-4.0
menggentarkan,-4.0
menggeramus,-4.0
menggerebek,-3.0
menggerecoki,0.0
menggerenyam,-3.0
menggeret,-3.0
menggerinjam,-4.0
menggiatkan,-4.0
menggigih,-4.0
menggigil,-4.0
menggigis,-4.0
menggila,-4.0
menggilas,-4.0
menggodai,-3.0
menggondol,-5.0
menggores,-1.0
menggoyahkan menggerakkan,-4.0
menggoyang,-3.0
menggoyangkan,-4.0
menggugat,-4.0
mengguguk,-5.0
menggulung,-4.0
mengguncangkan,-4.0
menggunting,-3.0
menggunung,-3.0
menggusari,-3.0
menghabisi,-4.0
menghabiskan,-4.0
menghadiahkan,0.0
menghalai-balaikan,-4.0
menghalang,-4.0
menghambat,-3.0
menghamuni,-5.0
menghancurkan,-4.0
menghancurluluhkan,-4.0
menghanguskan,-3.0
menghantui,-4.0
menghapus,-4.0
mengharamkan,-3.0
mengharap,-3.0
menghardik,-5.0
mengharubirukan,-4.0
mengharukan,-4.0
menghasut,-4.0
menghebat,-4.0
menghembalang,-3.0
menghempas,-4.0
menghempaskan,-4.0
mengheningkan,-3.0
menghentikan,-5.0
mengherankan,0.0
menghidu,-1.0
menghilang,-3.0
menghina(kan) melanyak,-5.0
menghinakan,-0.5
menghinap-hinap,-3.0
menghindarkan,-4.0
menghinggapi,-3.0
menghinggut,-3.0
menghirukkan,0.0
menghirup,-3.0
menghisap,-1.0
menghitamkan,-4.0
menghujat,-4.0
menghukumkan,-3.0
menghulu,-3.0
menghuni,-3.0
menghunjam,-4.0
mengias,-4.0
mengidamkan,-2.0
mengikhtisarkan,-3.0
mengimbangi,-2.0
menginapkan (jenazah),-3.0
mengingkari,-4.0
mengingsar,-3.0
mengingsut,-3.0
menginjak,-3.0
menginjeksi,-3.0
menginsinuasi,-4.0
menginterupsi,-5.0
mengirap,-3.0
mengirat,-1.5
mengirik,-3.0
mengirikan,-4.0
mengiris,-4.0
mengisbatkan,-3.0
mengisruhkan,-4.0
mengistimewakan,-3.0
mengkaji,-5.0
mengkal,-4.0
mengkhianat,-4.0
mengkhianati,-5.0
mengobarkan,-4.0
mengogah,-3.0
mengoleng,-3.0
mengolet,-3.0
mengompori,-4.0
mengonarkan,-4.0
mengonfirmasi,-4.0
mengonslah,-5.0
mengonsumsi,-4.0
mengonyok,-3.0
mengorek,-4.0
mengorek-ngorek,-4.0
mengorok,-3.0
mengorup,-5.0
mengotori,-5.0
mengotot,0.0
mengoyak,-4.0
mengoyak-oyak,-4.0
mengoyok,-4.0
menguar,-3.0
menguatkan,-3.0
mengubrakan,-3.0
mengubur,-3.0
menguburkan,-3.0
mengucur,-3.0
mengudak,-4.0
menguit,-4.0
menguji,-5.0
mengukuhkan,-3.0
mengumandang,-4.0
mengumbar,-3.0
mengumpat,-4.0
mengumpul,-3.0
mengungkapkan,-4.0
menguntungkan,0.0
mengunyah,-4.0
mengusai,-2.0
mengusap,-4.0
mengusir,-4.0
mengutil,-4.0
mengutuk,-5.0
menguyuh,-3.0
menidurkan,-4.0
menikam,-4.0
menikmati,-3.0
menilai,-4.0
menilap,-4.0
menimang-nimang,-3.0
menimangkan,-3.0
menimbang,-3.0
menimbang-nimbang,-3.0
menimpa,-3.0
menimpuk,-5.0
menindas,-5.0
meninggal,-4.0
meninggalkan,-4.0
meninggi,-2.0
meningkah,-5.0
meninju,-3.0
menipis,-3.0
menipu,-3.0
menir,-4.0
menista,-4.0
menistakan,-0.5
menitis,-3.0
menjaga,-3.0
menjahatkan,-4.0
menjalari,-3.0
menjambret,-5.0
menjamin,-5.0
menjapit,-4.0
menjarah,-4.0
menjarak,-3.0
menjaraki,-3.0
menjatuhkan,-4.0
menjauh,-3.0
menjauhkan,-4.0
menjebol,-3.0
menjeburkan,-5.0
menjejak,-4.0
menjejaki,-4.0
menjelek-jelekkan,-4.0
menjelma,-3.0
menjemukan,-3.0
menjenguk,-4.0
menjepit leher,-4.0
menjeramah,-4.0
menjerit,-3.0
menjerkah,-5.0
menjijikkan,-5.0
menjilat,-3.0
menjilat-jilat,-2.0
menjiplak,-3.0
menjodohkan,-3.0
menjolok,-3.0
menjotos,-3.0
menjual,-5.0
menjunam,-4.0
menodai,-5.0
menolak,-4.0
menoleransi,-3.0
menolok,-3.0
menongkrong,-1.5
menongkrongi,-3.0
menonjok,-3.0
menonjolkan,-3.0
mentang,-3.0
mentang-mentang,-4.0
mentok,-5.0
mentolo,-2.0
mentransformasikan,-5.0
menuba,-5.0
menubruk,-3.0
menugaskan,-1.0
menuguri,-3.0
menuju,-4.0
menukik,-4.0
menular,-4.0
menumang,-4.0
menumpang,-3.0
menumpang tinggal,-1.5
menumpas,-5.0
menumpuk,-3.0
menundukkan,-4.0
menung,-0.5
menunggangkan,-1.0
menunggu,-3.0
menunggui,-3.0
menunggunya,-2.0
menunjang,-3.0
menunjukkan,-3.0
menuntut,-3.0
menunukan,-4.0
menurun,-3.0
menurunkan,-5.0
menusuk,-4.0
menusuk-nusuk,-4.0
menutup,-3.0
menutup mulut,-1.0
menyabak,-5.0
menyabet,-5.0
menyabot,-3.0
menyabung,-3.0
menyabung (nyawa),-3.0
menyadau,-3.0
menyadran,-4.0
menyagang,-3.0
menyakar,-5.0
menyakatkan,-4.0
menyakiti,-5.0
menyakitkan,-4.0
menyala,0.0
menyalak,-3.0
menyalakan,-4.0
menyamakan,-3.0
menyaman,-4.0
menyampah,-4.0
menyampingkan,-4.0
menyampuk,-3.0
menyandingkan,-2.0
menyanggah,-4.0
menyanggupi,-5.0
menyangkak,-5.0
menyangkak hati,-4.0
menyantak,-3.0
menyantap,-4.0
menyapu-nyapu,-4.0
menyatroni,-5.0
menyatu,-4.0
menyatukan,-3.0
menyawar,-5.0
menyayat,-4.0
menyayat hati,-4.0
menyayung,-4.0
menyebelah,-3.0
menyebelahkan,-5.0
menyeberang,-3.0
menyedihkan,-4.0
menyedot,-3.0
menyegam,-4.0
menyeka,-4.0
menyekar,-4.0
menyela,-5.0
menyelak,-4.0
menyelakkan,-5.0
menyelami,-1.0
menyelang,-5.0
menyelar,-4.0
menyelekehi,-3.0
menyelentik,-4.0
menyelidiki,-5.0
menyelinap,-5.0
menyelir,-5.0
menyelubungi,-3.0
menyeluk,-3.0
menyelundupi,-3.0
menyeluruhi,-3.0
menyelusuh,-3.0
menyelusur,-3.0
menyemak,-5.0
menyemangati,-4.0
menyemangatkan,-3.0
menyembam,-4.0
menyembarangi,-5.0
menyembilu,-4.0
menyembul,-1.0
menyembulkan,-3.0
menyembunyikan,-3.0
menyembur,-1.0
menyemir,-5.0
menyemprot,-5.0
menyengat,-4.0
menyenggak,-5.0
menyenggau,-4.0
menyentak,-5.0
menyepelekan,0.0
menyepuk,-5.0
menyerah,-4.0
menyerahkan jiwa raga,-4.0
menyeramkan,-4.0
menyerampang,-5.0
menyerang,-3.0
menyerap,-3.0
menyerbu,-5.0
menyerempakkan,0.0
menyerobot,-5.0
menyeruput,-3.0
menyesak,-4.0
menyesal,-1.5
menyesalkan,-5.0
menyesap,-3.0
menyesar,-3.0
menyeterui,-5.0
menyetor,-3.0
menyetrap,-3.0
menyetubuhi,-3.0
menyiar,-4.0
menyiasat,-3.0
menyiat,-4.0
menyibuk,-2.0
menyidangkan,-1.0
menyikat,-5.0
menyiksa,-5.0
menyikut,-5.0
menyilam,-3.0
menyimpang,-4.0
menyindir,-4.0
menyinggang,-4.0
menyingkap,-4.0
menyingkapkan,-4.0
menyingkirkan,-4.0
menyingsing,0.0
menyinkronkan,-1.0
menyirapkan,-4.0
menyisihkan,-2.0
menyisikan,-4.0
menyita,-5.0
menyodok,-3.0
menyodorkan,-3.0
menyogok,-5.0
menyolang,-3.0
menyolidkan,-3.0
menyolot,-4.0
menyongsong,-2.0
menyorong,-3.0
menyorongkan,-3.0
menyuap,-1.0
menyuapi,-3.0
menyulam,-5.0
menyulut,-4.0
menyumpahi,-5.0
menyunat,-5.0
menyunduk,-3.0
menyundut,-3.0
menyunggit,-4.0
menyungguhkan,-3.0
menyungkit,-4.0
menyuntik,-3.0
menyunu,-2.0
menyurihkan percakapan,-5.0
menyurut,-3.0
menyusahkan,-0.5
menyusup,-3.0
menyusut,-2.0
meraban,-4.0
meracik,-4.0
meradang,-4.0
meragu,-4.0
meragukan,-3.0
merah telinga,-1.0
merajalela,-4.0
merajam,-5.0
meralip,-5.0
merambak,-3.0
merampang,-4.0
merampas,-4.0
merampok,-5.0
merampus,-5.0
merana,-4.0
merancukan,-4.0
merandu,-4.0
meranggah,-3.0
merangkak,-3.0
merangkam,-4.0
merangkul,-3.0
merangkum,-3.0
merangkup,-3.0
merangkus,-4.0
merangsang,-4.0
meranyah,-5.0
merapatkan,-3.0
merapunkan,-4.0
merasa,-2.0
merasi,-3.0
merasuk,-0.5
merasuk hati,-3.0
meraut,-3.0
merawat,-3.0
merayah,-5.0
merayap,-3.0
merayapi,-3.0
merayau,-4.0
merdesa,-5.0
merebahkan,-3.0
merebak,-3.0
merebut,-3.0
merecok,-4.0
meredam,-1.5
meredik,-5.0
meredup,-3.0
merefleksikan,-3.0
merejeng,-3.0
mereken,-3.0
merekomendasi,-3.0
merem,-2.0
meremang,-3.0
merembes,-3.0
merembet,-4.0
meremehkan,-0.5
meremukkan,-4.0
merencah,-4.0
merentak,-3.0
merentang-rentang,-5.0
merenungi,-3.0
merenungkan,-3.0
merenyam,-3.0
meresahkan,-4.0
meretek,-3.0
meriang,-4.0
meriba,-3.0
meributkan,0.0
merincis,-4.0
merincukan,-4.0
merinding,-3.0
merindingkan,-4.0
merinin,-3.0
merintangi,-4.0
merisak,-4.0
merobek,-4.0
merobohkan,-5.0
merogoh,-3.0
merogok,-3.0
merompak,-5.0
meronta,-3.0
merorod,-4.0
merosok,-3.0
merosot,-5.0
merua,-4.0
meruak,-4.0
merugi,-5.0
merukunkan,-3.0
merumung,-3.0
merundung,-4.0
merunjang,-3.0
meruntuh,-4.0
meruntuhkan,-4.0
meruntun,-5.0
merunyamkan,-3.0
meruok,-5.0
merusakkan,-4.0
meruyup,-4.0
mesiu,-1.0
meski,-2.0
meskipun,-2.0
mesti,-3.0
mesum,-5.0
mesut,-4.0
meteor,-4.0
metode,-5.0
mewajibkan,-2.0
mewakili,-3.0
mewalakkan,-5.0
mewek,-5.0
mewujud,-3.0
mewujudkan,-3.0
mikir,-0.5
mikirin,-3.0
mikro,-3.0
mil,-3.0
milih,-2.0
miliun,-5.0
mimpiin,-2.0
minhaj,-4.0
minim,-3.0
minimal,-3.0
minta,-0.5
minum,-3.0
minus,-3.0
miring,-4.0
mirip,-0.5
miris,-4.0
miskin,-5.0
miss,-4.0
mitra,-1.0
mls,-4.0
modal,-0.5
modar,-5.0
moderator,-3.0
modus,-3.0
mogok,-5.0
mohon,0.0
momok,-4.0
moncong,-3.0
