word,value
menggirangkan melegakan,4.0
menghadiahi,0.5
menghajatkan,1.0
menghebohkan,0.5
menghidangkan,2.0
menghikayatkan,3.0
menghimpunkan,3.0
menghubungi,1.0
menghukum,0.5
mengibai,4.0
mengikuti,3.0
mengiler,3.0
mengimbas,3.0
mengimbasi,3.0
mengimbuhi,3.0
mengimbuhkan,4.0
mengimla,1.0
mengingat-ingat,2.0
mengingatkan,3.0
menginginkan,4.0
menginsafi,3.0
menginterprestasikan,1.0
mengipasi,3.0
mengira-ngira,3.0
mengisi,2.0
mengizinkan,3.0
mengoles,4.0
mengononkan,3.0
mengontak,1.0
mengorak senyum,2.0
mengucapkan,3.0
mengucil,1.0
mengucup,2.0
mengumaikan,3.0
mengumpulkan,3.0
mengumumkan,3.0
menguntir,4.0
menguntiti,1.0
mengusili,0.5
mengutarakan,3.0
meni,1.0
menikah,1.0
menimba,4.0
menimba ilmu,4.0
meniru,4.0
meniti,2.0
menjadi-jadi,1.0
menjahili,0.5
menjalani,3.0
menjejali,1.0
menjelajah,3.0
menjelajahi,3.0
menjelang,3.0
menokok,3.0
menolong,4.0
menongkat,4.0
menorehkan,1.0
mentab,2.0
menukar,1.0
menumbuk,0.5
menuntun,3.0
menuntut ilmu,4.0
menurut,4.0
menuturkan,3.0
menyadari,2.0
menyaksikan,1.0
menyampaikan,3.0
menyandar,4.0
menyanjung,4.0
menyanjung-sanjung,2.0
menyanyi,4.0
menyanyikan,3.0
menyapih,4.0
menyayang,4.0
menyayangi,4.0
menyeberangi,3.0
menyebut,3.0
menyediakan,2.0
menyegarkan,3.0
menyempurnakan,3.0
menyenangkan,0.5
menyeni,1.0
menyerikati,3.0
menyerupai,4.0
menyesali,3.0
menyiapkan,1.0
menyikap,1.0
menyuarakan,1.0
menyukai,1.5
menyuplai,2.0
menyusuri,3.0
menyusutkan,1.0
meragam,4.0
merah,0.5
merah jambu,3.0
merah muda,3.0
merahimi,4.0
merakit,3.0
meramalkan,0.5
merapal,1.0
merapat,1.0
merasai,1.0
merata,1.0
meraun,4.0
merawikan,3.0
merdu,5.0
merecoki,0.5
merekam,2.0
meremas-remas,3.0
merenangi,1.0
merencanakan,3.0
merentangkan,3.0
merenung,3.0
merespon,3.0
merger,3.0
meriah,3.0
merilis,3.0
merinai,1.0
meringankan,0.5
meriwayatkan,3.0
meronda,4.0
meruncing,4.0
mesem,2.0
mesra,4.0
metah,4.0
mewarisi,3.0
mewarnai,4.0
mewisuda,3.0
meyakinkan,3.0
mikat,2.0
mikroanalisis,3.0
milik,1.0
mimpi,2.0
mimpian,2.0
minat,4.0
minta kpd tuhan,3.0
misbah,4.0
mksh,2.0
mobil,1.0
moblong,3.0
model,3.0
modern,3.0
modifikasi,2.0
moga,1.0
moga-moga,1.0
mohon diri,2.0
mojang,2.0
momentum,3.0
monggo,3.0
monopoli,3.0
montok,3.0
mood,2.0
moral,4.0
moratorium,3.0
motel,1.0
muara,4.0
muas,5.0
mudah,1.5
mudah-mudahan,1.0
mudahan,1.0
mufaham,3.0
mufakat,4.0
muhibah,4.0
mujarab,1.5
muji,2.0
mujur,4.0
mukhlis,0.5
mukibat,3.0
mukim,2.0
muktabar,3.0
muktamar,4.0
mulai,1.0
mullah,3.0
mulu,0.5
mulut sungai,4.0
murah,0.5
murid,3.0
musara,3.0
music,1.0
musik,2.0
muslim,3.0
mustahil,0.5
mustaid,3.0
mustajab,4.0
mustakim,4.0
mutakhir,4.0
mutu,1.0
muwafakat,3.0
nabi,2.0
nada,2.0
nafkah,3.0
naik,1.0
naik daun,4.0
naik ke pelamin,3.0
naik ke pelaminan,3.0
naik pelamin,4.0
naik pelaminan,4.0
naikkan,1.0
nasabah,4.0
nasi,2.0
natal,1.0
natur,3.0
neces,4.0
necis,1.5
negosiasi,2.0
nemenin,2.0
neng,2.0
ngajak,1.0
ngasih,0.5
ngobrol,1.0
ngopi,3.0
ngurusin,2.0
nian,4.0
nice,4.0
nikmat,3.0
nikmati,3.0
nila,2.0
nilai,5.0
nirmala,4.0
nomine,5.0
normal,1.0
novel,2.0
nuftah,3.0
nunggu,1.0
nuri,3.0
nyali,0.5
nyali besar,0.5
nyaman,4.0
nyamleng,5.0
nyana,3.0
nyanyi,0.5
nyata,1.0
objektif,4.0
ok,4.0
okay,4.0
oke,2.0
okeey,2.0
only,1.0
operasi,1.0
oportunitas,3.0
orak senyum,2.0
orang islam,2.0
orde,3.0
ordo,3.0
organisasi,3.0
orientasi,3.0
orisinal,3.0
ornamen,5.0
otak encer,2.0
otentik,3.0
otomatis,3.0
ovum,4.0
pacarnya,2.0
paduka,4.0
paduka Tuan,4.0
page,2.0
pagon,3.0
pahala,0.5
paheman,4.0
pakat,4.0
paket,4.0
pamit,2.0
pamrih,1.0
panas,0.5
panas kuku,4.0
pancaroba,1.0
pandai bicara,3.0
pandang,1.0
pandu,3.0
pangeran,1.0
panggul,4.0
pangkat,5.0
panglima,3.0
pangus,5.0
panil,4.0
panitia,3.0
panjang,2.0
panjang tungkai,2.0
panjat doa,4.0
panorama,3.0
pantai,1.0
pantar,1.0
pantas mulut,2.0
pantau,2.0
panti,2.0
pantulan,3.0
paparan,3.0
para,2.0
para-para,2.0
parade,1.0
paradigma,3.0
paramarta,4.0
paripurna,1.0
parkir,1.0
parsel,2.0
partisipasi,3.0
pas,3.0
pasang,4.0
pasang hidup,4.0
pasangan hidup,0.5
pasar uang,2.0
pasti,3.0
pastikan,3.0
patroli,2.0
patuh,4.0
paya,4.0
payu,2.0
peduli,1.5
pegah,5.0
pegawai,3.0
pejatian,3.0
peka,2.0
pekerja,3.0
pekerjaan,3.0
pelajar,1.0
pelajaran,2.0
pelamin,4.0
pelaminan,4.0
pelancar,2.0
pelanggan,4.0
pelangi,4.0
pelarasan,3.0
pelatih,3.0
pelayan,1.0
pelayanan,3.0
peleburan,3.0
pelengkap,2.0
pelesapan,3.0
pelihara,3.0
pelipuran,2.0
pelita,1.0
pelupuk mata,4.0
pemaafan,5.0
pemair,3.0
pemajangan,4.0
pemandangan,2.0
pemantapan,4.0
pembahasan,1.0
pembaruan,4.0
pembeli,2.0
pembiasaan,3.0
pembimbing,3.0
pemenang,3.0
pemenangnya,4.0
pemilik,3.0
pemilikan,3.0
pemuaian,3.0
pemuda,0.5
pemudaan,0.5
pemufakatan,4.0
pemuja,3.0
penabung,3.0
penahan,3.0
penali,3.0
penambahan,2.0
penandasan,3.0
penanganan,1.0
penangguhan,0.5
penanggulangan,2.0
penangkalan,4.0
penanti,3.0
penat,1.0
pencatat,3.0
pencatatan,3.0
pencedok,3.0
pencegahan,4.0
pencitraan,2.0
pendaftaran,3.0
pendahuluan,1.0
pendalaman,4.0
pendataan,3.0
pendekar,3.0
penderma,3.0
pendidik,3.0
pendukung,4.0
penegasan,3.0
penentuan,3.0
penerang,4.0
penerima,2.0
pengajar,3.0
pengalaman,2.0
pengalasan,3.0
pengaman,2.0
pengandaian,3.0
pengangkut,1.0
pengapit,4.0
pengaruh,0.5
pengasuh,3.0
pengembangan,3.0
pengembangannya,3.0
pengen,0.5
pengenalan,5.0
pengertian,3.0
pengetahuan,4.0
penggabungan,3.0
penggalian,4.0
penggede,3.0
pengguna,1.0
penggunaan,1.0
penghargaan,4.0
pengharmonisan,3.0
penghayatan,0.5
penghidupan,2.0
penghimpunan,3.0
penghuni,3.0
penginapan,2.0
pengirim,1.0
penguasaan,3.0
pengukur,3.0
pengumpulan,3.0
pengurus,3.0
penimbunan,1.0
peninggalan,4.0
penjelasan,3.0
penjenang,4.0
penolong,4.0
penongkat,3.0
penumpil,3.0
penumpukan,1.0
penundukan,3.0
penunggu,0.5
penunggu dunia,2.0
penunjang,3.0
penyambut,2.0
penyantun,4.0
penyelarasan,3.0
penyelesaian,2.0
penyempurnaan,3.0
penyeragaman,1.0
penyerasian,3.0
penyerobotan,3.0
penyesuaian,3.0
penyimpan,3.0
penyokong,3.0
perai,3.0
peran serta,3.0
perantaraan,4.0
perata,2.0
perataan,2.0
perbaikan,3.0
perbentrokan,5.0
percaya,2.0
percaya diri,1.5
percederaan,5.0
perdeo,4.0
perduli,4.0
pere,3.0
perembukan,4.0
perempuan cantik,5.0
peresapan,3.0
perfek,1.5
pergeseran,5.0
perhatian,4.0
perhimpunan,3.0
peri,3.0
peria,2.0
perian,3.0
perilaku,2.0
perincian,3.0
perjuangin,3.0
perkasa,4.0
perkiraan,3.0
perkolasi,3.0
perkumpulan,3.0
perlu,2.0
perlup,3.0
permadani,3.0
permanen,3.0
permata,3.0
permufakatan,3.0
permukiman,3.0
pernik,3.0
perolehan,3.0
peronda,3.0
perpaduan,4.0
perpanjangan,2.0
persahabatan,4.0
persamaan,2.0
persekongkolan,0.5
persembahan,1.0
persen,2.0
persenan,2.0
perseptif,3.0
perserikatan,3.0
perserupaan,4.0
persesuaian,4.0
persiapan,2.0
personalitas,1.0
pertahanin,1.0
pertahankan,1.0
pertanda,4.0
pertemuan,3.0
pertolongan,4.0
pertukaran,1.0
pertumpahan,3.0
perubahan,4.0
peruntungan,0.5
perusahaan,3.0
perut,3.0
perwira,4.0
pesam,4.0
pesanggrahan,2.0
pesat,0.5
pesona,1.5
pesta,4.0
pestaka,4.0
petah lidah,4.0
petes,4.0
pilihan,5.0
pinggul,0.5
pingin,2.0
pinisepuh,3.0
pinky,3.0
pinter,2.0
pionir,3.0
plong,3.0
plus,2.0
poin,2.0
pokta,5.0
pola,3.0
polemik,3.0
pop,5.0
populer,5.0
porsi,4.0
portofolio,2.0
pose,3.0
positif,4.0
potensi,3.0
prabu,4.0
prakiraan,3.0
praktis,4.0
prasarana,3.0
prasetia,3.0
prawira,4.0
prayojana,3.0
prediksi,1.0
preferensi,3.0
prei,3.0
preinan,3.0
premium,2.0
preseden,1.0
presiden,3.0
preventif,4.0
prigel,4.0
prima,4.0
primadona,5.0
primbon,4.0
probabilitas,3.0
prodeo,4.0
produk,3.0
produktif,2.0
profit,1.5
profitabel,4.0
prominen,5.0
promo,3.0
promote,3.0
proses,1.0
prospek,3.0
protektor,3.0
proud,5.0
provokasi,1.0
proyeksi,3.0
pseudonim,2.0
puadai,4.0
puas,3.0
publikasi,2.0
puja,4.0
puji,4.0
pukal,3.0
pukau,0.5
pukauan,4.0
pulas,1.5
pulut,3.0
pundi,2.0
pundi-pundi,2.0
punia,4.0
punya,3.0
punya nama,5.0
purna,3.0
purusa,3.0
pusaka,4.0
pusat,3.0
puspa,4.0
puspita,3.0
pustaka,4.0
puterin,1.0
putus kata,4.0
putusan,3.0
qadim,3.0
queen,2.0
quran,3.0
radikalis,3.0
radu,3.0
rafi,3.0
rahasia,0.5
rahayu,1.0
rahim,2.0
raih,2.0
raihan,2.0
rais,3.0
rajah,1.0
rajin,0.5
rakitan,3.0
rama,3.0
ramah,1.0
ramaikan,3.0
ramanda,3.0
rampuh,3.0
rampung,3.0
rana,4.0
rancak,0.5
rani,4.0
ranum,5.0
rapal,1.0
rapi,0.5
rasai,1.0
ratna,2.0
ratu,2.0
rawa,4.0
ready,1.0
reaksioner,3.0
real,2.0
realistis,4.0
recok,0.5
refleks,3.0
refleksi,3.0
refresh,2.0
regenerasi,1.0
rejeki,4.0
rekaan,3.0
rekan,1.0
rekognisi,5.0
rekonsiliasi,4.0
reksa,3.0
rektifikasi,1.0
rela,1.0
religi,1.0
religiositas,3.0
rembuk,3.0
rembukan,3.0
renang,1.0
rengkuh,1.0
rengkuhan,1.0
renovasi,4.0
reparasi,3.0
reply,2.0
reputasi,2.0
resam,3.0
resep,3.0
reseptor,2.0
resmi,2.0
resolusi,3.0
respon,2.0
respons,3.0
revolusioner,1.0
rezeki,3.0
ria,0.5
riah,3.0
riang,3.0
rias,3.0
riasan,3.0
riil,4.0
rilis,3.0
rimba,3.0
rinai,1.0
ringan,0.5
ringan kepala,2.0
ringan tangan,1.5
ringan tulang,5.0
rizki,4.0
roh,4.0
rohaniah,2.0
romantis,4.0
ronda,2.0
rotan,4.0
ruji,3.0
rumah,3.0
rumah tangga,2.0
rumput,3.0
runtut,3.0
rupa,3.0
rupawan,2.0
rusuhan,1.0
sabar,5.0
sadar,0.5
sadu,3.0
sahabatku,3.0
sahabatnya,3.0
sahaja,2.0
sahut,1.0
sahutan,1.0
sains,3.0
saji,4.0
sakelek,4.0
saksi,1.0
salamat,4.0
salambersama,1.0
salat,5.0
saldo,2.0
salim,4.0
sama,3.0
samad,3.0
sambang,2.0
sambatan,4.0
sambung tangan,4.0
sambungan tangan,4.0
sambut,3.0
sambutan,3.0
sami,3.0
samseng,3.0
samun,3.0
sandaran,3.0
sanggup,2.0
sangkil,4.0
sani,3.0
sanjung,2.0
santai,2.0
santer,4.0
santiran,3.0
santun,1.0
santunan,0.5
sarannya,1.0
sarap,3.0
sarju,4.0
saruk,4.0
sastra,2.0
satria,1.5
satu,1.0
sauk,3.0
sawala,3.0
say,1.0
sayid,1.0
searah,1.0
sebab,0.5
sebandung,3.0
sebenarnya,4.0
sebetulnya,4.0
sebukan,3.0
secepatnya,3.0
sedap,5.0
sedeng,0.5
sedia,2.0
seemak,3.0
segar,4.0
segeh,3.0
segenap,2.0
sehat,1.5
seia,3.0
seibu,3.0
seindah,3.0
sejadah,3.0
sejati,3.0
sejenak,1.0
sekah,3.0
sekali-kali,3.0
sekar,5.0
sekata,3.0
sekolah,3.0
selamat,5.0
selamatan,4.0
selaras,3.0
selawat,3.0
selayaknya,3.0
selenggara,3.0
selengkapnya,1.0
selera,3.0
selesa,3.0
selfie,2.0
seloroh,3.0
semak-semak,3.0
semakin,2.0
semangat,1.5
semarak,3.0
sembahyang,5.0
sembahyangan,4.0
sembir,4.0
semboyan,2.0
sembuh,4.0
semerbak,2.0
sempena hati,4.0
semringah,4.0
semu,3.0
senang,0.5
seneng,2.0
sensibel,2.0
sensitif,1.0
sentosa,5.0
senyum,0.5
senyuman,4.0
senyumin,3.0
senyumnya,3.0
sepada,3.0
sepakat,4.0
sepantar,1.0
sepantasnya,2.0
sepatu,3.0
sepatutnya,2.0
seragam,1.0
seraya,4.0
serbasama,3.0
serbaserbi,3.0
seremeh,3.0
serempak,3.0
serentak,3.0
serep,2.0
sering,3.0
sero,3.0
serta,2.0
serta-merta,3.0
serunda,2.0
serundai,2.0
servis,3.0
sesaji,4.0
sesambat,1.0
sesuai,3.0
sesungguhnya,4.0
setara,2.0
setir,1.0
setuju,0.5
setujuan,4.0
sewajarnya,2.0
shalat,4.0
sharing,3.0
shiawase,2.0
sholat,5.0
show,2.0
siap,1.0
sibuk,0.5
sigap,0.5
sikap,2.0
silah,3.0
silahkan,3.0
silakan,1.0
silang pendapat,3.0
silaturahim,4.0
silir-semilir,2.0
simbok,2.0
simetris,3.0
simpat,4.0
simpatisan,3.0
simpel,3.0
simple,3.0
simpleks,3.0
simplistis,3.0
simpul,3.0
sing,5.0
single,3.0
singsing,3.0
sinkron,1.0
sinkronisasi,3.0
sintal,3.0
sintetis,3.0
sinuhun,4.0
siph,2.0
siswa,3.0
siuman,3.0
size,1.0
sketsa,2.0
slow,1.0
smartphone,1.0
smga,1.0
smpai,1.0
snapback,2.0
sob,2.0
sohib,3.0
sohor,1.5
sokong,3.0
solah,4.0
solat,1.0
soleha,3.0
solo,2.0
solusi,3.0
solusinya,3.0
sorongan,4.0
sosial,4.0
sosialistis,3.0
sosialita,5.0
sparing,3.0
special,4.0
spesial,4.0
spesialis,4.0
spesialisasi,3.0
spesifikasi,3.0
sponsor,2.0
spontan,3.0
sporadis,2.0
sportif,3.0
sput,1.0
sreg,2.0
sregep,4.0
stabil,3.0
stabilitas,4.0
stamina,3.0
standardisasi,2.0
statis,0.5
statistik,1.0
streng,1.0
struktur,3.0
studi,4.0
stupa,4.0
suam-suam kuku,4.0
suapan,4.0
suara,0.5
suara halus,4.0
suasana,4.0
suasana (hati),1.0
suasana hati,1.0
sublim,3.0
substansi,1.0
substansial,1.0
subur,2.0
suci,1.5
sudah,0.5
suguh,2.0
suguhan,4.0
suka,1.0
suka cita,1.5
suka-suka,3.0
sukacita,2.0
sukarela,1.0
sukat,3.0
sukses,3.0
sumbu,2.0
sumringah,4.0
sunan,4.0
sungguh,1.5
sungguh-sungguh,2.0
suntuk,0.5
super,0.5
superior,4.0
suplemen,5.0
suporter,3.0
support,4.0
surat tanah,3.0
surau,2.0
suvenir,4.0
swagriya,2.0
sweet,3.0
syarikat,3.0
syg,3.0
syukur,5.0
syukuri,3.0
taat,1.0
tabah,5.0
tabah hati,5.0
tabe,3.0
tablig,1.0
tabung,3.0
tabung bambu,3.0
tafsir,2.0
tahan lama,1.0
tahan lasak,4.0
tahu aturan,4.0
tajali,3.0
tajam,1.0
tajam mata,0.5
tajam otak,4.0
tajam pikiran,4.0
tak segan,0.5
takar,3.0
takjub,1.5
takrif,3.0
taksir,1.0
taksiran,5.0
takyin,3.0
takzim,3.0
talen,2.0
talenta,4.0
taman,1.0
tambah,3.0
tambahan,5.0
tampilan,1.0
tanda jasa,4.0
tanda mata,2.0
tanda-tanda,4.0
tanding,2.0
tangan,1.0
tanganan,3.0
tanggap,3.0
tanggapan,3.0
tangguh,1.5
tanggulang,2.0
tangkisan,3.0
tangkul,3.0
tangsel,3.0
tanya jawab,3.0
tapa,2.0
tara,2.0
taraf,0.5
tari,1.0
tarik,2.0
tarik hati,1.0
taruh,4.0
taruh hati,3.0
taruhan,3.0
tasamuh,5.0
tata,0.5
tata tertib,3.0
tatap,1.0
tawakal,3.0
tawarikh,3.0
tayang,3.0
tayib,0.5
tayibah,0.5
team,1.0
tebak,0.5
tedas,3.0
tegang,4.0
tegap,3.0
teguh batin,3.0
teguh hati,3.0
teguk,2.0
teh,1.0
teja,4.0
tekad,0.5
tekanan jiwa,4.0
tekun,4.0
tela,3.0
teladan,0.5
telaten,4.0
telungkup,1.0
tembus,3.0
temennya,1.0
tempo-tempo,3.0
tempoh,3.0
temu,2.0
tenaga,3.0
tenaga kerja,3.0
tenang,2.0
tengah,2.0
tenggang rasa,5.0
tengkuluk,3.0
tengkurap,2.0
teoretis,3.0
tepa salira,5.0
tepat guna,4.0
tepercaya,3.0
terala,3.0
terampil,0.5
teranggar-anggar,3.0
teranyar,4.0
teraso,4.0
teratas,3.0
terawat,5.0
terbaik,5.0
terbangun,3.0
terbaring,2.0
terbaru,4.0
terbatas,3.0
terbayan,3.0
terbayang,3.0
terbayang-bayang,3.0
terbelenggu,3.0
terbiasa,3.0
terbit selera,3.0
terbuka mata,4.0
terbukti,3.0
tercapai,3.0
tercermin,3.0
tercinta,4.0
terdaftar,1.0
terdahulu,4.0
terdamping,1.0
terdekat,1.0
terencana,2.0
tergantung,3.0
tergelak,4.0
tergeleng-geleng,0.5
tergila-gila,3.0
terikat,3.0
terima,2.0
terima kasih,5.0
terimakasih,5.0
terimaksih,4.0
terindah,5.0
terjadi,3.0
terjadinya,3.0
terjaga,2.0
terjajah,3.0
terjamin,5.0
terjemahan,3.0
terka,1.0
terkadang,3.0
terkadang-kadang,3.0
terkapah-kapah,0.5
terkemuka,5.0
terkenal,5.0
terkesima,1.5
terkilan,3.0
terkini,3.0
terkoneksi,3.0
terlibat,3.0
terlindung,4.0
termasyhur,4.0
termulia,3.0
terpegah,5.0
terpelajar,4.0
terpelihara,4.0
terperinci,3.0
terpesona,1.5
terpuji,4.0
terpukau,0.5
tersadar,3.0
tersaji,4.0
tersampai,2.0
tersedia,4.0
terselenggaranya,3.0
tersem-bunyi,5.0
tersendat,4.0
tersenyum,4.0
tersohor,2.0
tersuguh,2.0
tersungging,5.0
tertarik,2.0
tertawa,5.0
tertawa kecil,4.0
tertib,1.0
tertinggi,3.0
terurus,4.0
terus-menerus,4.0
terutama,4.0
testimoni,3.0
tetap,3.0
tetap hati,1.0
thank,4.0
thanks,3.0
tiang pancang,3.0
tiara,3.0
tikar,3.0
timba ilmu,4.0
timbalan,1.0
timpal,2.0
tindakan,3.0
tinggalan,4.0
tinggi,0.5
tingkah laku,1.0
tingkat,1.0
tip,0.5
tips,4.0
tiris,3.0
tiruan,3.0
titip api,1.0
tlg,3.0
tokcer,4.0
tokok,3.0
tolakan,4.0
tolong,0.5
tongkeng,5.0
tongkrong,1.0
top,5.0
toreh,1.0
tq,4.0
traktat,3.0
transaksi,4.0
transendental,3.0
transparan,3.0
transparansi,2.0
trendi,3.0
trengginas,5.0
tresna,0.5
trima,1.0
trimakasih,4.0
trims,4.0
tuhan,3.0
tukar akal,1.0
tukar cincin,3.0
tukar pikir,3.0
tukar pikiran,3.0
tulen,3.0
tulus,4.0
tulus hati,1.5
tulus ikhlas,5.0
tunai,3.0
tunang,3.0
tunas,0.5
tunggak,3.0
tunggu dunia,2.0
tungkak,4.0
tunjang,3.0
tuntas,2.0
tuntun,0.5
tuntut ilmu,4.0
tutuk,3.0
uang lelah,2.0
uang rokok,2.0
ugahari,3.0
ugal-ugalan,0.5
uji,1.0
ujian,1.0
ukur,3.0
ulama,3.0
ulasan,3.0
uluran,3.0
uluran tangan,4.0
umat,3.0
umi,4.0
umum,1.0
umur,1.0
unda,3.0
undang,2.0
undangan,1.0
unek-unek,2.0
unggulan,5.0
untung,1.0
upa,2.0
upa-,4.0
ura-ura,4.0
uraian,3.0
usai,0.5
usik,1.0
ustadz,3.0
ustazah,3.0
utas,4.0
utopia,2.0
vak,3.0
vakansi,3.0
varia,3.0
ventura,3.0
verbal,1.0
vila,3.0
visi,2.0
vista,3.0
vitalitas,3.0
vote,1.0
voucher,3.0
wadak,3.0
wagu,4.0
wahyu,4.0
wangi,4.0
wantah,3.0
waris,0.5
warisan,3.0
warok,3.0
wasiat,4.0
watak,3.0
wawancara,3.0
wedel,2.0
wekel,4.0
welas,0.5
welcome,4.0
wewenang,2.0
widita,4.0
widyaiswara,3.0
wiladah,3.0
wirid,4.0
wisma,3.0
wkwkwk,3.0
wujud,2.0
ya,4.0
yaaaa,1.0
yahud,4.0
yakin,3.0
yamtuan,4.0
yank,2.0
yasalamualaika,3.0
yes,3.0
yg dipertuan,0.5
yoga,1.0
yuk,4.0
yukk,4.0
yuuk,4.0
zaim,3.0
zakelek,4.0
zakiah,4.0
zikir,4.0
zuhud,0.5
