word,big
bertarak,-0.6
bertaruk,0.6
bertasyakur,-0.8
bertautan,-0.8
bertebaran,-1.0
berteduh,0.3
berteguh hati,0.8
bertekak,-0.8
bertekan,0.2
bertekuk lutut,-0.6
bertekun,0.8
bertelanjang,-0.615
bertele-tele,-0.6
bertelimpuh,-0.6
bertelinga lembut,-0.6
bertelinga merah,0.4
bertelingkah,-0.8
berteman,-0.6
bertemperasan,-0.6
bertempiar,-0.6
bertemu,0.4
bertemu roma,-0.8
bertenaga,0.69
bertendensi,-0.6
bertenggang,0.6
bertengkar,-1.0
bertengkar mulut,-1.0
bertengkaran,-0.8
bertengking,-0.8
bertentangan,-0.64
bertepat guna,0.8
bertepatan,0.6
bertepung,0.5
berteraskan,-0.8
berterima,-0.6
berterima kasih,0.5
bertetesan,-0.6
bertian,-0.6
bertikai,-1.0
bertikai pangkai,-0.8
bertimbal,-0.6
bertimbang,-0.6
bertimpa-timpa,-0.6
bertindak,-0.8
bertindik,-0.6
bertingkat,-0.4
bertingkuh,-0.8
bertinju,-0.8
bertitikan,-0.6
bertokoh,0.5
bertokok,-0.6
bertolak,-0.4
bertoleransi,0.56
bertonggakkan,-0.8
bertransaksi,0.6
bertransformasi,-0.6
bertuah,0.375
bertualang,-0.75
bertubrukan,-0.8
bertudung lingkup,-1.0
bertukar akal,-0.4
bertumbangan,-0.6
bertumbuk,-0.8
bertumbukan,-0.8
bertumpuk,0.4
bertunangan,-0.4
bertunas,0.3
bertundangan,0.6
bertunjangkan,-0.8
bertuntun,0.3
berubah akal,-0.4
berubah ingatan,-0.6
berubah-ubah,0.38
beruban,0.5
berudu,-0.63
berugi,-1.0
berulah,-0.8
berumah tangga,-0.4
berumpun,-0.6
berumur,0.25
beruntun,-0.6
beruntung,0.7250000000000001
beruntutan,0.6
berupaya,0.6
berurat,-0.5
berurine,-0.6
berus,-0.8
berusaha,0.3866666666666667
berusuh,-1.0
berwarna,0.315
berwaspada,0.59
berwibawa,0.55
berwujud,0.515
berziarah,-0.8
berzikir,0.4
berzina,-0.8
besar,0.3766666666666667
besar akal,0.8
besar hati,0.55
besar kepala,-0.75
besar lengan,0.3
besar perut,-0.6
besar rabu,-0.6
besar-besaran,0.6
besi tua,-0.8
besit,-0.4
besot,-0.6
bestari,0.68
beta,-0.6
betah,0.63
betapa,0.8
betas,-0.6
bete,-1.0
beterbangan,-0.3
beterjunan,-1.0
betina,-0.4
beton,-0.4
better,0.2
betul,0.33
betul-betul,0.41
betung,-0.6
beud,-0.4
bhay,-0.6
biadab,0.42333333333333334
biak,-0.6
biang keladi,-0.4
bianglala,0.8
biar,-0.3
biarawati,-0.6
biarin,-0.6
biarkan,-0.3
biarpun,-0.6
bias,-0.4
biasa,-0.4066666666666667
biasin,-0.6
bicu,-0.6
bidah,-0.6
bidai,-0.8
bidas,-1.0
bidasan,0.6
bidik,-0.4
biduanda,1.0
bijak,0.38999999999999996
bijaksana,-0.26666666666666666
biji buah,-0.6
biji mata,-0.6
bijih,0.3
bikinan,0.6
biksah,-1.0
bilas,0.2
bilhak,0.6
bilik,-0.6
bimbang,-0.845
bimbing,0.3
bimbingan,-0.6
binal,-0.63
binasa,-0.5433333333333333
bincang,0.4
bineka,0.6
binen,0.6
bingit,-0.875
bingkis,0.8
bingkisan,0.8
bingung,-0.56
bini gelap,-1.0
bir,-1.0
birah,-0.6
birokrat,-0.6
birthday,0.8
bisa,-0.63
bisai,0.88
bisain,-0.4
bisik,-0.4
bisikan,0.4
bismillah,0.8
bisnis,0.6
bison,-0.6
bisu,-0.3666666666666667
bisul,-0.8
biut,-1.0
blangko,-0.6
blaster,-0.6
blobor,-0.6
block,-0.8
blokir,-0.6
bloon,-0.6
blur,-0.8
bobol,-0.8
bobot,-0.5
bobrok,-0.75
bobroq,-0.8
bocor,-0.8
bodo,-1.0
bodoamat,-0.8
bodoh,-0.42
bogel,-0.53
bogem,-1.0
bogem mentah,-1.0
bogum,-0.6
bohong,-0.875
bokek,-1.0
bokep,-1.0
boker,-0.6
boksen,-1.0
bolak,-0.75
boleh,0.4
boleh jadi,-0.38
boleh juga,-0.6
bolehan,0.8
bolong,-0.55
bolos,-0.6
bolsak,-0.8
bom,0.1
bombastis,-0.3
bonafide,0.6
bondong,-0.8
bondot,-1.0
bongak,-0.875
bonggol,-0.8
bongkah,-0.4
bongkak,-0.55
bongkar,-0.6
bongkar-bangkir,-1.0
bongkok,-0.56
bongkong,-0.6
bongok,-0.49
bongsor,0.25
bonus,0.4
bonyok,0.5
bonyor,-0.75
booking,0.4
boong,-0.8
bopong,-0.3
borak,-0.8
boro,-0.4
borok,-1.0
borong,0.2
boros,-1.0
bos,0.6
bosen,-0.8
bosman,-0.8
bosun,-0.8
bot,-0.4
boto,0.75
boyak,-1.0
brengsek,-0.815
brokat,-0.8
broker,-0.6
bromocorah,-1.0
brutal,-1.0
bruto,-0.6
buah,-0.3
buah bibir,-0.4
buah dada,-0.6
buah hati,-0.6
buah simalakama,-0.6
buaian,0.6
bual,-0.8
bualan,-0.8
buang,-0.6
buang air,-1.0
buang air besar,-1.0
buang air kecil,-0.6
buang hajat,-1.0
buang nyawa,-1.0
buang-buang air,-1.0
buangan,-0.8
buari,-0.8
buas,-0.815
buat,0.2
buatan,-0.405
bubuh,0.8
bubuk,-1.0
bucu,-0.6
budak,0.8
budek,-0.6
budi pekerti yang baik,0.6
budiman,0.755
bufer,-0.6
bugar,0.8
buhuk,-0.8
bujang,0.4
bujukan,-0.6
buka,-0.45
bukan,-0.6
bukan main,0.8
bukan-bukan,-0.5
bukannya,-0.6
bukat,-0.775
bukti,-0.6
bulan,-0.2
bulan gelap,-0.75
bulan-bulanan,-0.8
bulang,0.6
bulat,-0.6
bulat kata,0.6
buletin,-0.6
bulevar,-0.8
bully,-1.0
bulsak,-0.8
buluh,-0.6
bulus,-0.815
bumbu,1.0
bumbung,0.6
bumpet,-0.75
buncah,-1.0
buncit,-0.6
bunda,-0.5
bundak,-0.6
bundel,-1.0
bunduk,-0.6
bunga,0.3
bunga hati,-0.6
bungkam,-0.4
bungkusan,0.8
bungsu,-0.6
buntang,-0.8
buntet,-0.4
bunting,-0.6
buntu,-0.675
buntung,-1.0
buntut,0.2
bunuh,-1.0
bunyi,0.2
burai,-1.0
buram,-0.6
buras,-0.8
bureng,-0.63
buru,-0.3
buru-buru,-0.3
buruan,0.2
buruk,-0.855
busana,0.4
busuk,-0.85
busut,-0.8
buta,-0.6
buta hati,-0.65
buta warna,-0.75
butek,-0.6
butuh,-1.0
butut,-1.0
buyung,0.8
buyut,-0.6
bye,-0.6
caba,-0.8
cabar,-0.8
cabau,-0.6
cabe,-0.4
cabean,-0.6
cabik,-0.6
cabuh,-0.6
cabuk,-0.75
cabul,-0.78
cabut,-1.0
cacat,-0.78
cacatan,-1.0
cacau,-1.0
cacauan,-0.8
caci,-1.0
caci maki,-1.0
cacian,-1.0
cacing,-0.8
cacing es,-0.8
cacing gelang-gelang,-0.8
cacing gila,-0.8
cacing gilig,-0.8
cacing ginjal,-0.8
cacing hati,-0.4
cacing hitadid,-0.8
cacing jantung,-0.8
cacing kalung,-0.8
cacing karawit,-0.6
cacing kentar,-0.8
cacing keremi,-0.8
cacing palolo,-0.8
cacing pipih,-0.8
cacing pita,-0.8
cacing rambut kuda,-0.8
cacing tambang,-0.4
cacing tanah,-0.8
cadang,-0.5
cadangan,0.4
cadas,-0.6
cagaran,-0.6
cahari,-0.6
cahaya,0.5
caing,-0.6
cair,-0.41500000000000004
cakap,0.3433333333333333
cakap angin,-0.8
cakep,0.5
cakus,-0.8
calang,-0.63
calar,-0.6
calit,-1.0
campak,-0.8
campakkan,-0.8
campin,0.75
camping,-0.6
campur,1.0
campur aduk,-0.4
canda,-0.6
candal,-1.0
candala,-1.0
candang,0.45
candrasa,0.6
candu,0.3
canggih,0.69
canggung,-0.7
cangkat,0.5
cangkul,-0.8
cangkum,-0.6
cantik,0.37333333333333335
cantrik,0.3
cantum,0.8
capai,-0.5
capaian,0.8
capak,-0.8
cape,-0.8
capek,0.4
capik,-0.5
capit,-0.6
caplak,-0.8
caplok,0.3
care,0.4
cari,-0.6
cari ilmu,0.8
cariin,-0.4
carik,-1.0
caruk,-0.8
carut,-1.0
cash,0.4
catak,-0.8
catu,0.8
catut,-0.6
cawis,0.4
cebak,0.6
cebik,-0.6
cebur,-1.0
cecap,-1.0
cecer,-0.6
ceceran,-0.6
cecunguk,-1.0
cedayam,0.2
cedera,-0.745
cedih,-0.6
cedok,0.6
cegah,0.2
cegak,-0.4
cegar,0.8
cegat,-0.6
cek,-0.8
cekah,-0.8
cekak,-0.6
cekal,0.63
cekang,-0.6
cekap,0.63
cekat,-0.4
cekatan,0.3433333333333333
cekau,-0.4
cekel,0.4
ceker,-0.6
cekluk,-0.8
cekok,-0.6
ceku,-1.0
cekuh,-0.6
cekung,-0.8
cela,-0.8
celaan,-1.0
celah,-0.6
celaka,-0.89
celampak,-0.6
celekeh,-0.75
celemotan,-0.8
celengan,0.6
celetuk,-1.0
celi,0.5
celih,-0.8
celomes,-0.8
celomok,-0.775
celonok,-0.6
celopar,-0.8
celoteh,-0.8
celuk,-0.6
cema,-1.0
cemar,-0.905
cemas,-0.7050000000000001
cemas hati,-0.5
cemat,-1.0
cemberut,-0.8
cembung,-0.6
cemburu,-0.595
cemeeh,-0.8
cemeh,-0.8
cemerlang,0.49333333333333335
cemeti dewa,-0.4
cemomot,-0.775
cemong,-0.8
cemooh,-1.0
cemoohan,-0.8
cempala mulut,-1.0
cempek,-0.8
cempelung,-1.0
cempeng,-0.8
cempera,-1.0
cempiang,0.6
cemplung,-0.4
cempung,-0.8
cemuas,-0.8
cena,-0.6
cenangkas,0.6
cencala,-1.0
cendala,-1.0
cendekia,0.3666666666666667
cendera,0.8
cendera mata,0.8
cenderung,-0.4
cengang,-0.3
cengeng,-0.65
cengger,-0.6
cengkauan,0.6
cengkedi,-0.8
cengkeram,-0.5
cengkerama,-0.4
cengkeraman,0.2
cengung,-0.6
centang,-1.0
centil,0.5
cepat,0.32666666666666666
cepet,0.4
cepol,-0.8
cerabah,-1.0
cerabih,-0.8
ceracam,-0.8
ceracau,-0.8
cerah,0.66
cerai,-0.8
cerai-berai,-1.0
cerapan,0.6
cerca,-0.8
cercaan,-0.8
cercah,-0.5
cerdas,0.53
cerdik,0.495
cerewet,-0.69
cergas,0.42
ceri,0.8
ceria,0.53
cerita,-0.4
cerita anak,-0.4
cerita burung,-1.0
cerita khayal,-0.4
cerita rekaan,-0.8
ceritanya,0.4
ceriwis,-0.8
cerkas,0.5
cermat,0.59
cermin,0.6
cerminan,0.6
cerna,-1.0
ceroboh,-1.0
ceronggah,-0.8
ceruk,-0.6
cerup,-0.6
cetek,-0.49
cetera,-0.8
cetus,-0.2
cetusan,-0.2
challenge,0.4
chat,0.6
check,0.2
cialat,-0.88
cibir,-1.0
cicik,-0.8
cicip,0.6
cikun,-1.0
cilok,-0.6
cimeng,-0.6
cincong,-1.0
cindur mata,0.8
cingangah,-0.8
cinta,0.3
cinta kasih,0.5
cintai,0.8
cintaku,0.8
cintamu,0.6
cintrong,0.2
ciplak,-0.6
ciptaan,0.6
cirit,-1.0
cita rasa,0.6
citra,0.4
cium,0.3
cium telapak kaki,0.2
ciuman,-0.6
ciut,-0.6
ciyeee,0.2
claim,-0.6
classy,-0.4
close,-0.4
closed,-0.6
coba,0.2
cobaan,-1.0
cocok,0.4666666666666666
cocor,-0.6
coffee,0.4
cogah,0.75
cokol,0.4
colak-caling,-1.0
coleng,-0.8
colok,-0.3
colong,-1.0
comberan,-0.8
comblang,-1.0
comeback,-0.4
comel,0.5033333333333333
comot,-0.745
compeng,-0.8
compes,-0.8
condong,-1.0
congek,-0.6
congkak,-0.49
congkel,-0.8
congor,-0.6
congrats,0.6
conteng,-0.6
cool,0.4
coplok,-0.6
copot,-0.3
coreng moreng,-0.8
corengmoreng,-0.8
coret,0.2
coretan,0.2
cotok,-0.6
couple,0.4
cover,0.6
crash,-0.8
cry,-0.6
cuai,-0.43000000000000005
cuak,-0.65
cuat,-0.3
cubit,-0.6
cublik,0.8
cuca,-0.6
cucok,-0.2
cucu Adam,0.6
cucuk,-0.6
cucup,-0.6
cucut,-0.6
cuek,-0.5
cuekin,-0.6
cuka belanda,-1.0
cuka jawa,-1.0
cukup,-0.845
cukupan,-0.6
cuma,-0.6
cuma-cuma,0.8
cumbu,-0.6
cumbuan,-0.6
cumil,0.8
cunam,-0.6
cupai,-0.5
cupar,0.5
cupet,-0.94
cupul,-1.0
cura,-0.6
curang,-0.815
curat,-0.2
curcol,-0.6
curhat,-0.3
curi,-1.0
curiga,-0.47666666666666674
curna,-1.0
curu,-0.6
cute,0.5
cutel,-0.8
cuti,0.3
dabih,-0.6
dablek,-0.63
dadah,-0.8
dadak,0.6
daftar,-0.3
dagel,0.6
dagelan,0.6
daging tumbuh,-0.8
dah,-0.6
dahh,-0.6
dahiat,-1.0
dahlah,-0.6
dahsyat,-0.57
dahulu,0.2
daif,-0.645
daim,0.3
daing,-0.8
dajal,-1.0
dakaik,0.6
dakap,-0.6
dakar,-0.38
daki,-0.8
dakwa,0.6
dalal,-0.6
dalalah,-1.0
dalam,0.5800000000000001
dalaman,0.5
dalang,0.3
dalem,-0.4
dalih,-0.8
dalil,-0.6
dam,-0.6
damai,0.5
damar,0.8
dambaan,0.6
dampak,-0.6
damping,0.2
damprat,-0.8
dampratan,-1.0
dana,0.8
dandan,0.8
dangkal,-0.37000000000000005
dangkap,-0.6
dangkar,-0.8
dangkung,-0.6
dansa,0.6
danyang,-0.8
dapat,0.2
dapatkan,0.4
dapet,0.4
dapra,-0.6
darah,0.4
darah dingin,-0.8
daras,-1.0
darat,-0.3
dari,-0.6
darurat,-0.43333333333333335
dasar,0.75
data,-0.6
datang,-0.8
datang hati,-1.0
datar,0.6
dateng,0.4
datuk,-0.8
daulat,0.8
daya cipta,0.8
daya gabung,0.8
daya guna,0.8
daya muat,-0.4
daya pikir,0.3
daya serap,-0.4
daya tahan,1.0
daya tampung,-0.4
daya upaya,-0.4
dear,0.4
death,-0.6
debar,-0.3
debat,0.6
debil,-1.0
debu,-0.6
debuk,0.6
dedak,-0.6
dedar,-0.5
dede,0.2
dedemit,-0.8
dedengkot,0.3
deduksi,0.6
defekasi,-1.0
defensif,0.8
definisi,0.6
definit,0.4
defisit,-0.6
degap,0.6
degil,-0.845
degub,-0.3
dekaden,-1.0
dekadensi,-1.0
dekap,-0.4
dekat,-0.4
deket,0.2
dekil,-1.0
deklarasi,-0.6
dekorasi,1.0
delay,-0.6
delegasi,-0.8
delete,-0.6
delinkuen,-0.5
delusi,0.6
demam,-0.33
demek,-0.8
demen,0.3
demo,-0.6
demokrasi,0.63
demokratis,0.63
demon,-0.6
demonstrasi,-0.6
demonstratif,0.5
dempet,-0.6
denai,-0.8
denda,0.6
dendam,-1.0
dendam berahi,0.5
dendang,0.4
dendeng,-0.8
dengar,0.4
dengar pendapat,0.6
denger,-0.6
dengerin,0.6
dengki,-0.75
dengkik,-0.8
dengkul,-0.6
dengkur,-0.6
dengu,-0.6
dengung,-0.6
dengus,-0.6
dengut,-0.6
denyut,0.2
depak,-0.6
dependen,-0.375
deposito,0.6
depresi,-0.8
deraan,-1.0
derai,-0.6
derajat,1.0
derana,-0.38
deras,0.3
derauan,0.6
derek,-1.0
deres,0.2
deriji,-0.8
dering,-0.6
derita,-1.0
dermawan,0.5
deru,-0.6
derum,-0.8
desah,-0.6
desain,0.8
desak,-0.4
desakan,0.8
desas-desus,-1.0
desau,-0.6
desersi,-0.6
desir,-0.4
deskripsi,-0.8
destar,-0.8
destruktif,-0.63
detail,0.4
detailnya,0.2
detak,-0.6
detektif,-0.6
determinasi,0.6
dewa,0.5
dewan,-0.6
dewana,0.6
dewasa,0.4
di bawah umur,-0.75
dia,-0.6
diabetes,-0.63
diajak,0.2
diajarin,-0.6
dialog,-0.3
diam,-0.42
diamond,0.6
diancurin,-0.6
diapain,-0.6
diare,-0.8
dibalas,0.4
dibales,-0.6
dibalik,-0.6
dibantu,0.4
dibayar,0.6
dibeliin,-0.2
diblock,-0.8
dibuang,-0.6
dibully,-1.0
dicoba,0.4
dicuekin,0.2
didih,-0.8
didik,0.3
diduain,-0.6
die,-0.8
diem,-0.3
diet,-0.6
digantung,-0.6
digdaya,0.8
diginiin,-0.6
digituin,-0.4
digresi,-0.8
dihati,0.6
dikangenin,-0.4
dikara,0.6
dikasih,0.4
dikatain,-0.6
diketawain,-0.8
dikira,-0.6
dikirim,0.4
dikit,-0.8
dikonfirmasi,0.6
dikte,0.6
dilarang,-0.6
dilema,-0.6
diliatin,-0.6
dilupain,-0.8
dimakan,-0.4
dimarahin,-1.0
dimiliki,0.2
dimulai,0.2
dina,-1.0
dinamika,0.6
dinasti,-0.6
dingin,-0.3666666666666667
dingin hati,-0.88
dinistain,-0.8
dipaksa,-0.8
dipamerin,-0.6
dipanggil,-0.2
dipantau,0.4
diplomasi,-1.0
diproses,0.2
diraja,0.5
direksi,-0.6
direktur,0.6
diri,-0.2
dirimu,-0.2
disakiti,-1.0
disalahin,-0.6
disarankan,0.2
disayang,0.3
disentri,-1.0
diserang,-0.8
disimilaritas,-0.8
disiplin,0.6
diskaun,0.6
diskon,0.4
diskredit,-0.8
diskrepansi,-0.6
disparitas,-0.8
dispensasi,0.6
distingsi,-0.8
distingtif,0.8
distorsi,-0.8
distribusi,0.6
disuruh,-0.4
diterima,0.4
ditidurin,-0.8
ditinggal,-0.8
ditolak,-0.8
ditunggu,0.4
diusir,-0.8
diva,0.4
divergensi,-0.8
doa,0.4
doain,0.4
doang,0.1
dobel,-0.6
dobrak,-0.4
dodor,0.6
dogel,-0.75
dogma,-0.6
dogmatis,0.4
dogol,-0.875
doh,-0.8
doi,-0.6
dok,0.8
doktrin,0.3
dol,0.6
domba,-0.6
dominan,0.3
dominasi,0.6
domot,-1.0
dompleng,-0.6
donatur,0.6
dongeng,0.3
dongkel,-0.6
dongkol,-0.8400000000000001
dongok,-0.875
donor,0.6
dosa,-0.8
down,-0.6
drama,-0.8
drama duka,-0.8
drama ria,0.6
drastis,0.4
draw,-0.6
drop,-0.6
drum,0.4
dua,-0.3
dua kali,-0.6
duaja,-0.6
duduk perut,-0.6
duel,-0.8
duet,-0.4
duga,0.3
dugal,-1.0
duh,-0.8
duka,-0.5
dukacarita,-0.8
dukacita,-0.6950000000000001
dukun,-0.6
dukung,0.8
dukungan,0.8
duli,0.4
duluan,0.2
dum,-0.6
dungkul,-0.8
dungu,-0.69
dunia,-0.2
duniawi,-0.56
dupleks,-0.6
dura,-0.6
duratif,-0.63
durhaka,-0.94
duri,-0.8
durjana,-0.8300000000000001
durkarsa,-1.0
dursila,-0.875
dusta,-0.75
dwiganda,-0.6
dzuhur,0.2
eaa,0.2
eban,-0.8
ecer,-0.4
eco,1.0
edan,-0.6
edar,0.4
edaran,-0.6
eek,-1.0
efek,0.6
efektif,0.75
efisien,0.65
ego,-0.6
egois,-1.0
eja,0.6
ejakulasi,-0.6
ejek,-0.8
ejekan,-0.8
eka,0.6
ekang,-0.8
eklektis,-0.6
ekofraksia,-1.0
ekonomis,0.6
ekor,-0.6
eks,-0.6
eksak,0.5
eksemplar,0.6
eksentrik,-0.5
ekshibisi,-0.6
eksklusif,0.4
eksotik,0.5
ekspirasi,-0.6
eksplisit,0.3666666666666667
eksplorasi,0.8
ekspos,-0.8
ekspres,0.3
ekstasi,-0.6
ekstensif,0.6
ekstra,0.6
ekstrem,-0.8
ekstremis,0.6
el,-0.6
elak,-0.6
elegan,0.43333333333333335
elektromotif,0.6
elite,1.0
elok,0.68
elu,0.3
elusan,-0.6
elusif,-0.4
embah,-0.6
embal,-0.8
embarau,-0.6
embat,-0.8
embek,-0.6
embel-embel,1.0
embus,-0.6
emergensi,-0.8
emg,-0.2
emir,0.8
emmm,-0.4
emong,0.6
emosi,-0.4
emosional,0.63
empal,-0.8
empang,-0.6
empap,-0.6
empas,-0.6
empedal,-1.0
emper,-0.6
empos,-0.6
empot-empotan,-1.0
empuk,-0.4
enak,0.5499999999999999
enap,-0.63
enas,-1.0
encok,-1.0
endemi,-1.0
endus,0.3
endut-endut,0.6
enek,-0.8
eneng,1.0
energi,0.6
energik,0.5
engah,-0.4
enggan,-0.815
engkau,-0.8
enjoy,0.6
entah,-0.6
entah-berentah,-0.6
entak,-0.6
enteng,0.47666666666666674
entitas,0.2
enyah,-0.8
epidemi,-1.0
epigon,-0.6
epik,0.75
erang,-0.4
erangan,-0.6
erik,-0.6
eror,-0.8
erot,-0.8
erotan,-0.8
erotik,0.63
erotis,-0.8
eroton,-0.8
error,-1.0
erti,0.2
esa,0.6
esai,0.4
esensial,-0.8
esok,-0.2
estetik,0.7150000000000001
estetis,0.47666666666666674
etika,0.75
etis,0.63
eviden,0.6
ex,-0.2
excited,-0.2
faal,0.8
fadihat,-1.0
fadil,0.6
faedah,0.4
faedahnya,-0.2
fail,-1.0
fair,0.6
fakir,-1.0
fakta,-0.6
faktitius,0.6
faktor,-0.8
faktual,0.6
falsafah,-0.5
familiar,0.4
fanatik,-0.5
fanbase,0.6
fans,0.4
fantasi,-0.375
fantasy,0.4
farak,-0.6
faring,-1.0
fasid,-1.0
fasilitas,-0.4
fatal,-1.0
fatamorgana,0.6
fatanah,0.6
fav,1.0
favorite,0.8
federasi,0.6
fertil,0.7150000000000001
feses,-1.0
fiesta,0.6
figur,0.6
fiksi,0.2
filantropi,0.2
filial,0.4
filo,-0.6
filsafat,0.3
final,0.3
fine,0.6
firasat,-0.4
firdausi,0.5
fiskal,-0.6
fit,0.7150000000000001
fitnah,-0.94
fitrah,0.6
fk,-0.8
flu,-0.6
fobia,-0.63
fokus,0.3
folder,-1.0
follback,0.2
fondasi,-0.3
formal,-0.3
formasi,0.6
forum,-0.3
fosil,-0.8
foto,0.6
fotogenik,0.5
free,0.6
fresh,-0.4
friends,0.6
friksi,-1.0
frustasi,-0.6
fulanah,-0.3
fundamental,-0.525
fungsi,0.5
fungsional,0.5
fungsionaris,-0.6
fusi,0.8
gaada,-0.6
gaakan,-0.4
gabaik,-0.6
gabakal,-0.8
gabal,-1.0
gabas,-1.0
gabir,0.5
gabole,-0.4
gaboleh,-0.8
gabuk,-0.8
gabung,-1.0
gabungan,-1.0
gabut,-1.0
gabutuh,-0.6
gaco,-0.4
gacoan,-0.4
gadai,-0.6
gadang,-0.8
gado-gado,-0.8
gaduh,-0.75
gaduk,-0.75
gaenak,-0.6
gagah,0.45999999999999996
gagal,-0.67
gagap,-1.0
gagar,-0.6
gagu,-0.6
gaib,-0.78
gairah,0.3
gajadi,-0.6
gajak,0.8
gaje,-0.6
gajih,-0.4
gakuat,-0.6
galaba,-0.875
galabah,-0.75
galak,0.54
galak panas,-0.6
galas,-0.8
gali ilmu,0.8
galian,-0.6
galib,-0.63
galir,-0.56
gamak,-0.8
gamam,-0.8
gamang,-0.6
gamat,-1.0
gamau,-0.8
gambar,-0.3
gambir,0.6
gamblang,-0.5
game,0.4
gampang,0.47666666666666674
gampangan,0.63
gamungkin,-0.6
ganar,-0.775
ganas,-0.765
ganda,-0.6
ganduh,0.6
gang,-0.8
gangerti,-0.6
ganggang,-0.6
ganggu,-0.8
ganggu jiwa,-0.8
gangguan jiwa,-0.8
gangguin,-0.6
gangsal,0.5
gangsar,0.4
gani,0.8
ganjal,-0.6
ganjar,0.5
ganjar balas,0.2
ganjaran,0.5
ganjaran balasan,0.2
ganjil,0.4166666666666667
ganteng,0.4
ganti,0.3
gantung,-0.6
ganyang,-0.4
ganyar,-0.75
gapah,1.0
gapaham,-0.8
gapai,0.6
gapaian,0.6
gapernah,-0.6
gapil mulut,-0.8
gapuk,-0.6
gapura,-0.8
gara,-0.8
gara-gara,-1.0
garang,-0.73
garau,-0.67
garda,0.6
gari,0.6
garib,-0.8
garing,0.75
garis,-0.6
garis bawah,-0.6
garis besar,0.4
garit,-0.6
garu,-0.8
garuk,-0.5800000000000001
garwa ampil,-1.0
gas,-0.8
gasak,-1.0
gasal,0.5
gasang,0.44
gastroenterologi,-1.0
gasuka,-0.8
gatal,-0.615
gatau,-0.2
gatel,-0.6
gatra,0.6
gaul,-0.6
gaung,-0.6
gausa,-0.6
gausah,-0.8
gawat,-0.5
gayal,-0.75
gayat,-0.75
gayung,-0.8
gblk,-0.8
gbs,-0.4
gebang,-0.8
gebetan,-0.4
geblek,-0.875
gebok,-0.6
gebos,-0.6
gebu,-0.6
gebung,-1.0
gebyar,0.8
gedang,-0.8
gede,0.3
gedembai,-0.8
gedembal,0.4
gedor,-0.8
gegabah,-0.875
gegadan,-0.5
gegap,-0.5
gegar,-0.6
gegara,-0.6
geger,0.4
gegetun,-0.8
gejolak,-0.3
gela,-0.6
gelabah,-0.63
geladah,-0.6
geladir,-1.0
gelagap,-0.4
gelagat,-0.4
gelak,0.4
gelanggang,-0.3
gelantung,-0.8
gelap,-0.745
gelar,0.4
gelatak,-0.8
gelebah,-0.39666666666666667
gelecik,-0.8
geledah,-0.6
geledek,-0.4
gelegak,-0.3
geleng,-0.6
geleser,0.2
gelesot,-0.3
geletar,-0.8
geletik,-0.6
geletis,-0.63
geli,-0.4
geliat,-0.6
gelibat,-0.4
gelicik,-0.6
gelincir,-0.3
gelingsir,-0.6
gelinjang,-0.6
gelis,-0.6
gelisah,-0.845
gelo,-0.4
gelogok,-0.6
gelojoh,-0.63
gelongsor,-0.8
gelopak,-0.8
gelora,0.2
geluduk,-0.6
geluncur,-0.6
gelung,-0.6
gema,0.2
gemal,-1.0
geman,-0.5
gemang,-0.5
gemar,0.5
gemas,-0.5
gemaung,-0.6
gembel,-1.0
gembil,-0.8
gembira,0.48333333333333334
gemblung,-0.6
gembol,-0.8
gembrot,-0.6
gembul,-0.6
gembung,-0.6
gembur,1.0
gemeletek,-0.8
gemes,-0.4
gemetar,-0.6
gemi,0.6
gemilang,0.58
geming,-0.47666666666666674
gemirang,0.805
gempa,0.8
gempa bumi,0.8
gempal,-0.4
gempar,-0.3833333333333333
gempil,-0.8
gempita,-0.5
gempur,-0.8
gempuran,-0.6
gemuk,-0.6
gemuruh,-0.615
genah,-0.5
genang,-0.4
genangan,-0.4
genap,-0.675
gencat,-1.0
gencet,-1.0
gendak,-1.0
gendeng,-0.575
gending,0.2
gendut,-0.6
generasi,-0.6
gengsi,0.8
genial,0.8
genit,0.5
genitalia,-0.6
genius,0.6
genjang,-0.8
gentar,-0.43333333333333335
gentas,0.3
genting,-0.34
gepok,-0.5
gerah,-1.0
gerak gerik,0.2
gerak hati,0.8
gerak laku,0.2
gerak-gerik,0.8
gerakan,0.8
geram,-0.88
gerecok,-0.8
geregetan,-0.8
gerenyot,-0.8
gerepes,-0.8
geret,-0.6
geretan,-0.8
gergaji,-0.2
gerha,0.6
gerhana,-0.4
geriap,-0.8
gerimis,0.2
gering,-0.875
gering hulu,-0.8
germo,-1.0
gerobak,-0.8
gerombol,-0.8
gerombolan,-0.8
gerombong,-0.8
gersang,-0.74
gertak,-1.0
geruh,-0.775
gerun,-0.5
gesek,-0.3
geser,-0.5
getap,-0.8
getar,-0.3
getaran,-0.3
getas,0.625
getir,-0.5900000000000001
getis,-0.63
getol,-0.3
getun,-0.7150000000000001
giang,-0.6
giat,0.44
gibah,-0.6
gidik,-0.8
gigih,-0.47
gigil,-0.4
gigit,-0.4
gila,-0.56
gila-gila,-0.65
gila-gilaan,0.3433333333333333
gilak,-0.8
gilang-gemilang,0.5
gilas,-0.8
gili-gili,-0.6
giliran,0.6
ginding,-0.8
gingsir,-0.6
giniin,-0.4
girang,0.59
girik,0.6
girik-girik,0.6
gita,0.4
gituan,-0.6
giwang,-0.2
gjd,-0.6
globe,-0.3
