word,big
dabih,-0.6
dablek,-0.63
dadah,-0.8
daftar,-0.3
daging tumbuh,-0.8
dah,-0.6
dahh,-0.6
dahiat,-1.0
dahlah,-0.6
dahsyat,-0.57
daif,-0.645
daing,-0.8
dajal,-1.0
dakap,-0.6
dakar,-0.38
daki,-0.8
dalal,-0.6
dalalah,-1.0
dalem,-0.4
dalih,-0.8
dalil,-0.6
dam,-0.6
dampak,-0.6
damprat,-0.8
dampratan,-1.0
dangkal,-0.37000000000000005
dangkap,-0.6
dangkar,-0.8
dangkung,-0.6
danyang,-0.8
dapra,-0.6
darah dingin,-0.8
daras,-1.0
darat,-0.3
dari,-0.6
darurat,-0.43333333333333335
data,-0.6
datang,-0.8
datang hati,-1.0
datuk,-0.8
daya muat,-0.4
daya serap,-0.4
daya tampung,-0.4
daya upaya,-0.4
death,-0.6
debar,-0.3
debil,-1.0
debu,-0.6
dedak,-0.6
dedar,-0.5
dedemit,-0.8
defekasi,-1.0
defisit,-0.6
degil,-0.845
degub,-0.3
dekaden,-1.0
dekadensi,-1.0
dekap,-0.4
dekat,-0.4
dekil,-1.0
deklarasi,-0.6
delay,-0.6
delegasi,-0.8
delete,-0.6
delinkuen,-0.5
demam,-0.33
demek,-0.8
demo,-0.6
demon,-0.6
demonstrasi,-0.6
dempet,-0.6
denai,-0.8
dendam,-1.0
dendeng,-0.8
denger,-0.6
dengki,-0.75
dengkik,-0.8
dengkul,-0.6
dengkur,-0.6
dengu,-0.6
dengung,-0.6
dengus,-0.6
dengut,-0.6
depak,-0.6
dependen,-0.375
depresi,-0.8
deraan,-1.0
derai,-0.6
derana,-0.38
derek,-1.0
deriji,-0.8
dering,-0.6
derita,-1.0
deru,-0.6
derum,-0.8
desah,-0.6
desak,-0.4
desas-desus,-1.0
desau,-0.6
desersi,-0.6
desir,-0.4
deskripsi,-0.8
destar,-0.8
destruktif,-0.63
detak,-0.6
detektif,-0.6
dewan,-0.6
di bawah umur,-0.75
dia,-0.6
diabetes,-0.63
diajarin,-0.6
dialog,-0.3
diam,-0.42
diancurin,-0.6
diapain,-0.6
diare,-0.8
dibales,-0.6
dibalik,-0.6
dibeliin,-0.2
diblock,-0.8
dibuang,-0.6
dibully,-1.0
didih,-0.8
diduain,-0.6
die,-0.8
diem,-0.3
diet,-0.6
digantung,-0.6
diginiin,-0.6
digituin,-0.4
digresi,-0.8
dikangenin,-0.4
dikatain,-0.6
diketawain,-0.8
dikira,-0.6
dikit,-0.8
dilarang,-0.6
dilema,-0.6
diliatin,-0.6
dilupain,-0.8
dimakan,-0.4
dimarahin,-1.0
dina,-1.0
dinasti,-0.6
dingin,-0.3666666666666667
dingin hati,-0.88
dinistain,-0.8
dipaksa,-0.8
dipamerin,-0.6
dipanggil,-0.2
diplomasi,-1.0
direksi,-0.6
diri,-0.2
dirimu,-0.2
disakiti,-1.0
disalahin,-0.6
disentri,-1.0
diserang,-0.8
disimilaritas,-0.8
diskredit,-0.8
diskrepansi,-0.6
disparitas,-0.8
distingsi,-0.8
distorsi,-0.8
disuruh,-0.4
ditidurin,-0.8
ditinggal,-0.8
ditolak,-0.8
diusir,-0.8
divergensi,-0.8
dobel,-0.6
dobrak,-0.4
dogel,-0.75
dogma,-0.6
dogol,-0.875
doh,-0.8
doi,-0.6
domba,-0.6
domot,-1.0
dompleng,-0.6
dongkel,-0.6
dongkol,-0.8400000000000001
dongok,-0.875
dosa,-0.8
down,-0.6
drama,-0.8
drama duka,-0.8
draw,-0.6
drop,-0.6
dua,-0.3
dua kali,-0.6
duaja,-0.6
duduk perut,-0.6
duel,-0.8
duet,-0.4
dugal,-1.0
duh,-0.8
duka,-0.5
dukacarita,-0.8
dukacita,-0.6950000000000001
dukun,-0.6
dum,-0.6
dungkul,-0.8
dungu,-0.69
dunia,-0.2
duniawi,-0.56
dupleks,-0.6
dura,-0.6
duratif,-0.63
durhaka,-0.94
duri,-0.8
durjana,-0.8300000000000001
durkarsa,-1.0
dursila,-0.875
dusta,-0.75
dwiganda,-0.6
eban,-0.8
ecer,-0.4
edan,-0.6
edaran,-0.6
eek,-1.0
ego,-0.6
egois,-1.0
ejakulasi,-0.6
ejek,-0.8
ejekan,-0.8
ekang,-0.8
eklektis,-0.6
ekofraksia,-1.0
ekor,-0.6
eks,-0.6
eksentrik,-0.5
ekshibisi,-0.6
ekspirasi,-0.6
ekspos,-0.8
ekstasi,-0.6
ekstrem,-0.8
el,-0.6
elak,-0.6
elusan,-0.6
elusif,-0.4
embah,-0.6
embal,-0.8
embarau,-0.6
embat,-0.8
embek,-0.6
embus,-0.6
emergensi,-0.8
emg,-0.2
emmm,-0.4
emosi,-0.4
empal,-0.8
empang,-0.6
empap,-0.6
empas,-0.6
empedal,-1.0
emper,-0.6
empos,-0.6
empot-empotan,-1.0
empuk,-0.4
enap,-0.63
enas,-1.0
encok,-1.0
endemi,-1.0
enek,-0.8
engah,-0.4
enggan,-0.815
engkau,-0.8
entah,-0.6
entah-berentah,-0.6
entak,-0.6
enyah,-0.8
epidemi,-1.0
epigon,-0.6
erang,-0.4
erangan,-0.6
erik,-0.6
eror,-0.8
erot,-0.8
erotan,-0.8
erotis,-0.8
eroton,-0.8
error,-1.0
esensial,-0.8
esok,-0.2
ex,-0.2
excited,-0.2
fadihat,-1.0
faedahnya,-0.2
fail,-1.0
fakir,-1.0
fakta,-0.6
faktor,-0.8
falsafah,-0.5
fanatik,-0.5
fantasi,-0.375
farak,-0.6
faring,-1.0
fasid,-1.0
fasilitas,-0.4
fatal,-1.0
feses,-1.0
filo,-0.6
firasat,-0.4
fiskal,-0.6
fitnah,-0.94
fk,-0.8
flu,-0.6
fobia,-0.63
folder,-1.0
fondasi,-0.3
formal,-0.3
forum,-0.3
fosil,-0.8
fresh,-0.4
friksi,-1.0
frustasi,-0.6
fulanah,-0.3
fundamental,-0.525
fungsionaris,-0.6
gaada,-0.6
gaakan,-0.4
gabaik,-0.6
gabakal,-0.8
gabal,-1.0
gabas,-1.0
gabole,-0.4
gaboleh,-0.8
gabuk,-0.8
gabung,-1.0
gabungan,-1.0
gabut,-1.0
gabutuh,-0.6
gaco,-0.4
gacoan,-0.4
gadai,-0.6
gadang,-0.8
gado-gado,-0.8
gaduh,-0.75
gaduk,-0.75
gaenak,-0.6
gagal,-0.67
gagap,-1.0
gagar,-0.6
gagu,-0.6
gaib,-0.78
gajadi,-0.6
gaje,-0.6
gajih,-0.4
gakuat,-0.6
galaba,-0.875
galabah,-0.75
galak panas,-0.6
galas,-0.8
galian,-0.6
galib,-0.63
galir,-0.56
gamak,-0.8
gamam,-0.8
gamang,-0.6
gamat,-1.0
gamau,-0.8
gambar,-0.3
gamblang,-0.5
gamungkin,-0.6
ganar,-0.775
ganas,-0.765
ganda,-0.6
gang,-0.8
gangerti,-0.6
ganggang,-0.6
ganggu,-0.8
ganggu jiwa,-0.8
gangguan jiwa,-0.8
gangguin,-0.6
ganjal,-0.6
gantung,-0.6
ganyang,-0.4
ganyar,-0.75
gapaham,-0.8
gapernah,-0.6
gapil mulut,-0.8
gapuk,-0.6
gapura,-0.8
gara,-0.8
gara-gara,-1.0
garang,-0.73
garau,-0.67
garib,-0.8
garis,-0.6
garis bawah,-0.6
garit,-0.6
garu,-0.8
garuk,-0.5800000000000001
garwa ampil,-1.0
gas,-0.8
gasak,-1.0
gastroenterologi,-1.0
gasuka,-0.8
gatal,-0.615
gatau,-0.2
gatel,-0.6
gaul,-0.6
gaung,-0.6
gausa,-0.6
gausah,-0.8
gawat,-0.5
gayal,-0.75
gayat,-0.75
gayung,-0.8
gblk,-0.8
gbs,-0.4
gebang,-0.8
gebetan,-0.4
geblek,-0.875
gebok,-0.6
gebos,-0.6
gebu,-0.6
gebung,-1.0
gedang,-0.8
gedembai,-0.8
gedor,-0.8
gegabah,-0.875
gegadan,-0.5
gegap,-0.5
gegar,-0.6
gegara,-0.6
gegetun,-0.8
gejolak,-0.3
gela,-0.6
gelabah,-0.63
geladah,-0.6
geladir,-1.0
gelagap,-0.4
gelagat,-0.4
gelanggang,-0.3
gelantung,-0.8
gelap,-0.745
gelatak,-0.8
gelebah,-0.39666666666666667
gelecik,-0.8
geledah,-0.6
geledek,-0.4
gelegak,-0.3
geleng,-0.6
gelesot,-0.3
geletar,-0.8
geletik,-0.6
geletis,-0.63
geli,-0.4
geliat,-0.6
gelibat,-0.4
gelicik,-0.6
gelincir,-0.3
gelingsir,-0.6
gelinjang,-0.6
gelis,-0.6
gelisah,-0.845
gelo,-0.4
gelogok,-0.6
gelojoh,-0.63
gelongsor,-0.8
gelopak,-0.8
geluduk,-0.6
geluncur,-0.6
gelung,-0.6
gemal,-1.0
geman,-0.5
gemang,-0.5
gemas,-0.5
gemaung,-0.6
gembel,-1.0
gembil,-0.8
gemblung,-0.6
gembol,-0.8
gembrot,-0.6
gembul,-0.6
gembung,-0.6
gemeletek,-0.8
gemes,-0.4
gemetar,-0.6
geming,-0.47666666666666674
gempal,-0.4
gempar,-0.3833333333333333
gempil,-0.8
gempita,-0.5
gempur,-0.8
gempuran,-0.6
gemuk,-0.6
gemuruh,-0.615
genah,-0.5
genang,-0.4
genangan,-0.4
genap,-0.675
gencat,-1.0
gencet,-1.0
gendak,-1.0
gendeng,-0.575
gendut,-0.6
generasi,-0.6
genitalia,-0.6
genjang,-0.8
gentar,-0.43333333333333335
genting,-0.34
gepok,-0.5
gerah,-1.0
geram,-0.88
gerecok,-0.8
geregetan,-0.8
gerenyot,-0.8
gerepes,-0.8
geret,-0.6
geretan,-0.8
gergaji,-0.2
gerhana,-0.4
geriap,-0.8
gering,-0.875
gering hulu,-0.8
germo,-1.0
gerobak,-0.8
gerombol,-0.8
gerombolan,-0.8
gerombong,-0.8
gersang,-0.74
gertak,-1.0
geruh,-0.775
gerun,-0.5
gesek,-0.3
geser,-0.5
getap,-0.8
getar,-0.3
getaran,-0.3
getir,-0.5900000000000001
getis,-0.63
getol,-0.3
getun,-0.7150000000000001
giang,-0.6
gibah,-0.6
gidik,-0.8
gigih,-0.47
gigil,-0.4
gigit,-0.4
gila,-0.56
gila-gila,-0.65
gilak,-0.8
gilas,-0.8
gili-gili,-0.6
ginding,-0.8
gingsir,-0.6
giniin,-0.4
gituan,-0.6
giwang,-0.2
gjd,-0.6
globe,-0.3
gobar,-0.81
gobar hati,-0.4
goblok,-0.875
goda,-0.3
godaan,-0.6
godain,-0.6
gogrok,-0.6
gohong,-0.6
golak,-1.0
golek,-0.2
gombong,-0.6
goncang,-0.55
gondok,-0.8
gondol,-0.63
gone,-0.4
gonggong anjing,-0.6
gonggongan (anjing),-0.6
gonjak,-1.0
gontok,-0.8
goodbye,-0.6
gopoh,-0.63
gorek api,-0.8
goreng,-0.2
gores,-0.3
gorong-gorong,-0.8
gosah,-0.6
gosip,-1.0
gosok,-1.0
got,-0.6
goyah,-0.665
goyang,-0.65
grecok,-0.8
grip,-0.8
griya,-0.2
grogi,-0.8
grup,-0.8
gua,-0.6
gubrisan,-0.4
gubuk,-0.4
gugatan,-1.0
gugup,-1.0
gugur,-0.3
gugus,-0.8
gulana,-0.8
guling,-0.6
gulir,-0.6
gulung tikar,-0.625
guncang,-0.6
guncangan,-0.4
gundah,-0.875
gundal,-0.6
gundik,-0.4
gunduk,-0.6
gundukan,-0.8
gundul,-0.63
gunjingan,-1.0
guntur,-0.6
guram,-0.4
gurat batu,-0.53
gurau,-0.8
gurauan,-0.4
gurub,-1.0
guruh,-0.3
gurun,-0.6
gusar,-0.43
gusur,-1.0
guyon,-0.8
habis,-0.38000000000000006
habis akal,-1.0
habitat,-0.4
hack,-0.8
hadang,-1.0
hadeh,-0.8
hadir,-0.3
hadirin,-0.6
haih,-0.8
hajar,-1.0
hajat,-0.5
hakam,-0.6
hakiki,-0.4
halah,-1.0
halang,-0.6
halia,-0.5
halilintar,-0.6
halimunan,-0.63
hama,-0.6
hambar,-0.55
hambat,-0.8
hambur,-0.6
hamburan,-0.6
hamik,-0.675
hamil,-1.0
hampa,-0.75
hamster,-0.6
hancai,-1.0
hancur,-0.63
hancur lebur,-1.0
handai,-0.4
hangit,-1.0
hangus,-0.6
hantam,-1.0
hantam kromo,-0.8
hantaman,-0.6
hantu,-0.4
hanya,-0.6
hapus,-0.6
haram,-0.56
harap-harap,-1.0
harap-harap cemas,-0.6
hardik,-1.0
hardikan,-1.0
haru biru,-1.0
harus,-0.69
hasad,-0.45999999999999996
hasai,-0.63
hasud,-0.69
hate,-1.0
haters,-1.0
hawa,-0.8
hawar,-1.0
hayoloh,-0.6
heboh,-0.3666666666666667
helat,-0.63
hembus,-0.6
hempas,-0.8
hengkang,-0.8
henti,-0.8
henti tugas,-0.4
henyak,-0.8
heterogen,-0.63
heula,-0.4
hiatus,-0.4
hidu,-0.2
hidung,-1.0
hidup,-0.31
hih,-0.8
hijau,-0.345
hilaf,-0.8
hilang,-0.49666666666666665
hilang akal,-1.0
hilang arwah,-0.8
hilang hayat,-0.8
hilang ingat,-0.8
hilang ingatan,-0.8
hilang lenyap,-0.63
hilang nyawa,-1.0
hilang pikiran,-0.8
hilang semangat,-0.8
hilap,-0.63
himpit,-0.4
himpun,-0.6
himpunan,-0.8
hina,-0.825
hina aib,-0.8
hina rendah,-0.6
hinaan,-1.0
hinaan cacian,-1.0
hingar,-0.5
hipokrit,-0.5
hipotesis,-0.6
hirap,-0.6
hiruk,-0.4
hirup,-0.6
hisap,-0.6
histeria,-1.0
histeris,-0.8
hitam,-0.7150000000000001
hoax,-1.0
hollywood,-0.75
hop,-1.0
horor,-1.0
hot,-0.8
hubung,-0.3
hubungan singkat,-0.8
huda,-0.6
huhuhu,-0.4
huhuu,-0.8
hujah,-0.8
hujan,-0.2
hujat,-1.0
hujung,-0.6
hulu,-0.6
huma,-0.8
huni,-0.6
hunjam,-0.8
huru-hara,-0.75
hutan,-0.375
hutang,-1.0
iba,-0.5
iblis,-0.8400000000000001
ibunda,-0.5
idap,-1.0
idih,-0.6
idiot,-1.0
idk,-0.6
idola,-0.6
ifrit,-0.8
igau,-0.6
igauan,-0.6
ihh,-1.0
ihhh,-0.8
ihhhh,-0.6
ihwal,-0.8
iih,-1.0
ijab,-0.4
ikan kena tuba,-0.8
ikat,-0.5
ikat janji,-0.4
ikat rambut,-0.8
ikhtiar,-0.4
iktikad,-0.4
ikut,-0.6
ikut-ikutan,-0.6
ilang,-1.0
ilat,-1.0
iluminasi,-0.6
image,-0.4
imam,-0.3
imbalan,-0.3
imbang,-0.3
imbas,-0.8
imbesil,-1.0
iming-iming,-0.6
imitatif,-0.53
impas,-0.6
impersonal,-0.63
implementasi,-0.8
implikasi,-0.6
impoten,-0.75
imut,-0.2
inai,-0.8
inaugurasi,-0.6
incang-incut,-0.8
incess,-0.6
incit,-0.8
indehoi,-0.6
individualis,-0.5
indo,-0.6
indolen,-0.8
indolensi,-0.8
induk semang,-0.8
indusemen,-0.6
inersia,-0.8
inferior,-0.755
inferioritas,-1.0
influensa,-0.6
info,-0.6
informasi,-0.3
inga,-0.8
ingar,-1.0
ingat,-0.3
ingetin,-0.4
ingkar,-0.7150000000000001
ingsut,-0.6
inheren,-0.8
inhibisi,-0.8
inisiator,-0.4
injakan,-0.6
injek,-0.6
inkarnasi,-0.2
inklinasi,-0.6
inklusif,-0.2
inkonvensional,-0.63
insaf,-0.39333333333333337
insane,-0.8
insiden,-0.4
inspirasi,-0.6
instansi,-0.6
instruksi,-0.6
inteligen,-0.4
intensif,-0.31
interlokusi,-0.6
internasional,-0.5
intiha,-0.6
intimidasi,-1.0
intrakalimat,-1.0
intrinsik,-0.8
invalid,-1.0
inventori,-0.6
ira,-0.6
iri,-0.7266666666666667
iri hati,-0.69
iring-iringan,-0.8
iringan,-0.8
iris,-0.8
irsyad,-0.6
isak,-1.0
isap jempol,-0.6
isapan jempol,-0.6
iseng,-0.6
ish,-0.8
isi,-0.5
isotop,-0.6
istan,-1.0
istirahat,-0.4
isu,-0.2
isukan,-0.2
item,-0.8
itu,-0.4
itunya,-0.4
iyain,-0.4
iyak,-0.4
iyasih,-0.4
izin,-0.8
jaat,-0.6
jabang bayi,-0.6
jabat,-0.6
jadi,-0.2
jadul,-0.6
jaga,-0.3
jaga-jaga,-0.3
jahad,-0.8
jahanam,-1.0
jahat,-0.74
jahatin,-0.6
jahatnya,-0.8
jahil,-0.61
jahiliah,-0.63
jahit,-1.0
jahul,-0.75
jail,-0.8
jajah,-1.0
jajal,-0.8
jajaran genjang,-0.8
jalan arteri,-0.8
jalan bentar,-0.8
jalan buntu,-0.8
jalan layang,-0.8
jalan lingkar,-0.8
jalan protokol,-0.8
jalan raya,-0.8
jalan setapak,-0.8
jalan tikus,-0.8
jalan tol,-0.8
jalanan,-0.8
jalang,-0.775
jalu,-0.8
jalur,-0.8
jamah,-1.0
jamak,-0.5
jaman,-0.4
jambak,-1.0
jambret,-1.0
jamin,-1.0
jangan,-0.6
jangankan,-0.6
jangann,-0.6
janggal,-0.65
jangkang,-1.0
jangkit,-1.0
jangla,-0.75
jantung hati,-0.6
jarah,-0.8
jarang,-0.75
jaras,-1.0
jari,-0.8
jariji,-0.8
jaringan,-0.4
jarum,-0.8
jaruman,-1.0
jati,-0.63
jatohnya,-0.2
jatuh,-0.3
jauh,-0.8
jauhin,-0.6
jawab,-0.5
jawaban,-0.5
jawatan,-0.6
jealous,-0.6
jebeh,-1.0
jeblok,-1.0
jeblos,-0.4
jedot,-0.8
jejal,-0.3
jejap,-0.8
jelabak,-0.6
jelas,-0.23666666666666666
jelata,-0.75
jelek,-0.94
jelingah,-0.6
jelma,-0.6
jelukan,-0.6
jelus,-0.4
jemari,-0.8
jembalang,-0.8
jembatan,-0.8
jembel,-1.0
jenaka,-0.385
jenazah,-0.8
jendala,-0.875
jendera,-0.8
jenewer,-0.8
jengkang,-1.0
jengkel,-0.8
jenguk,-0.4
jentaka,-0.94
jepit,-0.8
jeput,-0.6
jera,-0.6
jeran,-0.6
jerat semata,-0.6
jeraus,-0.3
jerawat,-0.6
jereket,-0.6
jerepet,-0.6
jeri,-0.55
jerih,-0.5
jeriji,-0.8
jeringing,-0.8
jerit,-0.6
jeritan,-1.0
jerum,-0.8
jigong,-0.8
jihat,-0.8
jiji,-0.8
jijik,-0.875
jilat,-0.6
jilatan,-0.6
jilid,-1.0
jin,-0.6
jinak,-0.38
jiplak,-0.6
jir,-0.6
jiwa,-0.5
jleb,-0.6
jobak,-0.6
jolak,-0.6
jomblo,-0.3
jompo,-0.6
jones,-0.6
jongkok,-0.875
jorok,-0.815
jorong,-0.6
jotos,-1.0
jual murah,-0.6
judes,-0.8
julung,-0.5
jungkal,-0.5
junior,-0.775
junjung,-0.4
junjungan,-0.4
juragan,-0.8
jurik,-0.8
juru damai,-0.6
jutek,-1.0
jutekin,-1.0
juwita,-0.8
juz,-0.8
kabar,-0.3
kabar angin,-0.6
kabar burung,-1.0
kabeh,-0.4
kabil,-0.4
kabin,-0.6
kabinet,-0.6
kabung,-0.5
kabur,-0.575
kabut,-0.4
kacang botor,-0.6
kacangan,-0.8
kacau,-0.75
kacek,-0.8
kacip,-0.6
kacrek,-0.6
kacuk,-0.8
kada,-0.6
kadam,-0.6
kafe,-0.8
kafetaria,-0.8
kafi,-0.75
kafilah,-0.8
kafir,-0.63
kagak,-0.6
kaidah,-0.8
kaitan,-0.4
kakas,-0.6
kaki ayam,-0.6
kaku,-0.54
kalah,-0.65
kalang kabut,-0.75
kalang tanah,-0.4
kalang-kabut,-0.8
kalap,-0.3666666666666667
kalau,-0.2
kalimantang,-0.6
kalimat,-0.6
kalis air,-0.63
kalor,-0.8
kalut,-0.5800000000000001
kamal,-0.44
kambing,-0.6
kambuh,-0.8
kampit,-0.2
kampret,-1.0
kampungan,-1.0
kanak-kanak anyir,-0.6
kandas,-1.0
kandut,-0.6
kanji,-0.6
kantin,-0.8
kantong kering,-0.8
kantong perut,-1.0
kantong tipis,-0.8
kanun,-0.6
kaos,-0.8
kapah,-0.4
kapal,-0.6
kapiran,-0.5
kapok,-0.6
kapuk,-0.6
karang,-0.6
karangan,-0.8
karavan,-0.8
kardinal,-0.8
karena,-0.6
karim,-0.63
karin,-0.4
karu,-1.0
karut,-0.69
kasam,-0.6
kasar,-0.5
kasemat,-0.6
kasep,-0.8
kasi,-0.6
kasian,-0.6
kasihan,-0.45
kasiku,-0.8
kasim,-0.8
kasip,-1.0
kasur,-0.8
kata,-0.2
kata-,-0.8
kata-kata,-0.8
katanya,-0.2
katek,-0.75
kaus,-0.8
kawaei,-0.4
kawal,-0.2
kawula,-0.6
kaya hati,-0.63
kayak,-0.6
kayaknya,-0.6
kayangan,-1.0
kayanya,-0.4
ke belakang,-1.0
ke-tidakjelasan,-1.0
keaiban,-1.0
keajaiban,-0.8
keanehan,-0.8
keasingan,-0.8
kebabaran,-0.4
kebaca,-0.2
kebal,-0.63
kebalik,-0.6
kebangkitan,-0.5
kebangunan,-1.0
kebas,-0.615
kebat,-0.6
kebejatan,-1.0
kebentok,-0.8
keberatan,-0.63
kebimbangan,-0.8
kebingungan,-0.59
kebirahan,-0.6
kebiri,-0.8
kebisuan,-0.8
kebo,-0.8
kebobrokan,-0.8
kebodohan,-0.6
kebuluran,-0.63
kebun,-0.8
keburu,-0.6
keburukan,-1.0
kebusukan,-1.0
kecabuhan,-0.6
kecabulan,-1.0
kecaman,-1.0
kecamuk,-0.8
kecantol,-0.6
kecap,-0.8
kecapan,-0.8
kecapekan,-0.6
kecek,-0.6
kecelakaan,-1.0
kecemasan,-0.8
kecemerlangan,-0.2
keceriaan,-0.2
kecerobohan,-1.0
kecewa,-0.63
kecil,-0.615
kecil hati,-0.8
kecintaan,-0.6
kecipir,-0.6
kecoa,-0.6
kecut,-0.555
kecut hati,-0.5
kedai minuman,-0.8
kedaifan,-0.6
kedaluwarsa,-0.6
kedap air,-0.75
kedap udara,-0.75
kedapatan,-0.4
kedengkian,-1.0
keder,-0.65
kedinginan,-0.6
kedukaan,-0.8
kedung,-0.6
keduniaan,-0.32666666666666666
kedut,-0.8
kegaduhan,-0.6
keganjilan,-0.8
kegedean,-0.4
kegegeran,-0.6
kegelisahan,-0.8
kegemparan,-0.8
kegeruhan,-0.8
kegila-gilaan,-0.46
kehampaan,-0.6
kehangusan hati,-0.5
kehebohan,-0.3
keheningan,-0.8
kehilangan,-0.8
kehinaan keaiban,-0.8
kehuru-haraan,-0.8
keinget,-0.4
kejahatan,-0.88
kejam,-0.7150000000000001
kejang,-0.5
kejangkitan,-0.8
kejar,-0.6
kejedot,-0.8
kejelekan,-1.0
kejepit,-0.8
kejernihan,-0.6
keji,-0.8200000000000001
kejorokan,-1.0
kejut,-0.3666666666666667
kekacauan,-0.8
kekang,-0.8
kekecewaan,-0.6
kekecohan,-1.0
kekejian,-1.0
kekeliruan,-0.5
kekerabatan,-0.4
kekeramatan,-1.0
kekerasan,-0.8
kekhawatiran,-0.8
keki,-0.4
kekok,-0.46
kekosongan,-0.6
kekotoran,-1.0
kekurangan,-0.5800000000000001
kekusutan,-0.8
keladi,-0.6
kelainan,-0.8
kelakar,-0.48500000000000004
kelam,-0.75
kelam kabut,-0.8
kelamaan,-0.8
kelambanan,-0.8
kelamin,-0.6
kelangkan,-0.6
kelas,-0.6
kelasah-kelusuh,-1.0
kelatahan,-1.0
kelati,-0.6
kelebihan,-0.425
kelelahan,-0.6
kelemahan,-0.8
kelembaman,-0.6
kelengangan,-0.8
kelengar,-0.8
kelesa,-0.525
kelesah,-1.0
kelesuan,-1.0
keletah,-0.6
keletihan,-0.6
kelimut,-0.6
keling,-0.6
kelipar,-0.8
kelir,-0.6
keliru,-0.5433333333333333
kelok,-0.4
kelompang,-0.6
kelompok,-1.0
keloyoan,-0.6
kelu,-0.6
keluar,-0.6
keluarkan,-0.6
kelucahan,-1.0
keluhan,-0.6
kelusuh-kelasah,-1.0
kemakmuran,-0.6
kemaknagandaan,-0.6
kemalangan,-1.0
kemaluan,-0.6
kemamang,-0.8
kemandang,-0.6
kemasukan,-0.6
kemasygulan,-0.6
kematian,-1.0
kemayu,-0.6
kemban,-1.0
kembang,-0.375
kembang-kempis,-0.4
kembar,-0.6
kembung,-0.49
kemerosotan,-0.69
kemesuman,-1.0
kemik,-0.6
kempa,-0.6
kempes,-0.8
kemplang,-1.0
kemunduran,-1.0
kemungkinan,-0.2
kemuraman,-1.0
kemurkaan,-1.0
kemurungan,-1.0
kena,-0.6
kenahasan,-0.4
kenan,-0.3
kenapaaa,-0.6
kenapasih,-0.6
kencan,-0.4
kencang,-0.43
kenceng,-0.4
kencing,-0.6
kencing manis,-0.63
kendati,-0.6
kendatipun,-0.6
kendur,-0.56
kenes,-0.6
kenestapaan,-0.6
kenistaan,-1.0
kentut,-0.4
kenyataannya,-0.4
kenyih,-0.8
keok,-0.4
keonaran,-1.0
kepala angin,-0.6
kepala batu,-0.63
kepala udang,-0.6
kepalan,-1.0
kepalang,-0.74
kepanikan,-0.8
keparat,-1.0
kepayahan,-0.6
kepedihan,-0.94
kepelikan,-0.8
kepenatan,-0.8
kepencet,-0.4
kepeng,-0.4
keperihan,-1.0
kepetangan,-0.6
kepialu,-0.8
kepincangan,-0.8
kepindahan,-0.6
kepinding,-1.0
kepleset,-0.4
kepo,-0.3
kepompong,-1.0
keprihatinan,-0.3
keputusasaan,-1.0
kera,-0.6
kerabit,-0.6
kerabu,-1.0
kerai,-0.8
kerajaan,-0.6
kerak,-0.4
kerakal,-0.6
keramat,-0.6
keran,-0.8
keras,-0.71
keras hati,-0.43
keras kepala,-0.73
kerasukan,-1.0
kerat,-0.2
kerawanan,-0.8
kerbau,-0.6
kerdak,-0.8
kerekau,-0.6
kerelaan,-0.4
keremus,-0.8
kerepotan,-0.6
kereseng,-0.8
kereta,-0.8
keretakan,-0.8
keri,-0.8
keributan,-1.0
kerih,-0.75
kerik,-0.6
kerikil,-0.6
kering,-0.675
keris,-0.8
kerising,-0.8
keriuhan,-0.6
kerja keras,-0.5
kerjain,-0.6
kernyih,-0.8
kerok,-0.6
keropok,-0.6
keropos,-0.6
kerosek,-0.6
keroyok,-0.4
kersang,-0.88
keruan,-0.5
kerubung,-0.3
kerubut,-0.6
kerugian,-1.0
keruh,-0.8400000000000001
kerumit,-1.0
kerumitan,-1.0
kerusuhan,-1.0
kerut,-0.4
kerut merut,-0.6
keruwetan,-0.8
kesahihan,-0.6
kesakitan,-0.75
kesal,-0.5433333333333333
kesalahan,-1.0
kesambet,-0.6
kesat,-0.76
kesayuan,-0.4
kesebalikan,-0.4
kesedihan,-1.0
kesejukan,-0.6
kesel,-1.0
keseleo,-0.6
kesendirian,-0.8
kesenduan,-0.4
kesengsaraan,-1.0
kesenjangan,-0.8
kesentuhan,-0.6
kesenyapan,-0.8
keseorangan,-0.31
kesepakatan,-0.4
kesepian,-0.775
kesesatan,-0.75
keseser,-0.8
keset,-0.8
kesetanan,-0.6
kesi,-0.6
kesialan,-1.0
kesian,-0.6
kesiannya,-0.8
kesibukan,-0.3
kesomplok,-0.8
kesucian,-0.2
kesudahan,-0.6
kesukaran,-0.8
kesulitan,-1.0
kesumat,-0.8
kesunyian,-0.6
kesuraman,-1.0
kesurupan,-1.0
kesusahan,-1.0
kesusupan,-0.4
ketagihan,-0.6
ketahuan,-1.0
ketaksaan,-1.0
ketakutan,-0.8
ketar,-0.6
ketat,-0.425
ketauan,-0.8
ketelanjuran,-1.0
keteledoran,-0.8
ketenangan,-0.8
keterkaitan,-0.6
keterlaluan,-0.845
keterlibatan,-0.6
ketewasan,-0.6
ketidaktentuan,-1.0
ketiduran,-0.6
ketimpangan,-0.8
ketinggalan,-0.6
ketinggian,-0.4
ketuat,-0.8
ketul,-0.6
ketulahan,-0.8
ketularan,-0.8
ketumbukan,-0.8
