word,big
bermuram,-0.88
bermuram durja,-1.0
bermusuhan,-0.7150000000000001
bernanah,-0.63
bernas,-0.3
bernaung,-0.75
bernoda,-0.8
bernuansa,-0.6
berogak-ogak,-0.8
berolok-olok,-0.8
berombongan,-0.8
beromong kosong,-0.8
berona,-0.6
berongga,-0.6
beroperasi,-0.4
berpada-pada,-0.3
berpadu,-0.6
berpalit-palit,-0.8
berpangku tangan,-0.8
berparak,-0.8
berpartai,-0.6
berpasangan,-0.6
berpasuk,-0.6
berpecah,-0.5
berpencar,-1.0
berpencaran,-0.6
berperai-perai,-1.0
berperang,-0.4
berperang hati,-0.8
berperang mulut,-0.6
berpijar,-0.6
berpisah,-0.63
berpoleng,-0.6
berprasangka,-0.3
berproses,-0.3
berpuak-puak,-0.8
berpuaka,-0.6
berpucuk,-0.8
berpura-pura,-0.65
berpusing,-0.75
berpusu,-0.6
berputar-putar,-0.8
berputih tulang,-0.4
bersaba,-0.6
bersabung nyawa,-0.6
bersalah,-0.69
bersalahan,-0.8
bersandar,-0.75
bersandarkan,-0.8
bersanding,-1.0
bersanggit,-1.0
bersangkal,-1.0
bersangkut,-0.4
bersara,-0.615
bersatu,-0.2
bersebab,-0.5
bersebaran,-1.0
bersebelahan,-0.8
berseberangan,-0.6
bersedih,-0.875
bersekongkol,-0.8
bersekutu,-1.0
berselang,-0.6
berselekeh,-0.75
berselerak,-0.5
berselingkuh,-1.0
berselisih,-1.0
berseloroh,-0.8
bersempena,-0.6
bersempuras,-0.675
bersenda gurau,-0.8
bersendi,-0.7150000000000001
bersendikan,-0.8
bersendu,-0.75
bersengaja,-0.4
bersengketa,-0.8
bersentuh,-1.0
bersepai,-1.0
berserabut,-0.5
berserah,-0.4
berserakan,-1.0
berserikat,-0.6
bersesak-sesak,-0.6
bersesal,-0.4
berseteru,-0.7150000000000001
bersia-sia,-0.63
bersikukuh,-0.4
bersila,-0.4
bersilih,-0.6
bersimbah,-0.6
bersinggungan,-0.6
bersipongang,-0.6
bersisalak,-0.8
bersistem,-0.5
bersiteguh,-0.4
bersokom,-0.8
bersuka-suka,-0.6
bersuka-sukaan,-0.6
bersungkawa,-0.6
bersungut,-0.5
bersungut-sungut,-0.63
bersurai,-0.6
bersusah,-1.0
bersusah hati,-1.0
bersusila,-0.4
bertabrakan,-0.8
bertaburan,-1.0
bertaki,-0.6
bertakung,-0.63
bertala-tala,-0.6
bertalun-talun,-0.6
bertambah,-1.0
bertambun,-0.6
bertamu,-0.8
bertandang,-0.8
bertanding,-0.4
bertangkap,-0.6
bertapa,-0.6
bertapakkan,-0.8
bertara,-0.3
bertarak,-0.6
bertasyakur,-0.8
bertautan,-0.8
bertebaran,-1.0
bertekak,-0.8
bertekuk lutut,-0.6
bertelanjang,-0.615
bertele-tele,-0.6
bertelimpuh,-0.6
bertelinga lembut,-0.6
bertelingkah,-0.8
berteman,-0.6
bertemperasan,-0.6
bertempiar,-0.6
bertemu roma,-0.8
bertendensi,-0.6
bertengkar,-1.0
bertengkar mulut,-1.0
bertengkaran,-0.8
bertengking,-0.8
bertentangan,-0.64
berteraskan,-0.8
berterima,-0.6
bertetesan,-0.6
bertian,-0.6
bertikai,-1.0
bertikai pangkai,-0.8
bertimbal,-0.6
bertimbang,-0.6
bertimpa-timpa,-0.6
bertindak,-0.8
bertindik,-0.6
bertingkat,-0.4
bertingkuh,-0.8
bertinju,-0.8
bertitikan,-0.6
bertokok,-0.6
bertolak,-0.4
bertonggakkan,-0.8
bertransformasi,-0.6
bertualang,-0.75
bertubrukan,-0.8
bertudung lingkup,-1.0
bertukar akal,-0.4
bertumbangan,-0.6
bertumbuk,-0.8
bertumbukan,-0.8
bertunangan,-0.4
bertunjangkan,-0.8
berubah akal,-0.4
berubah ingatan,-0.6
berudu,-0.63
berugi,-1.0
berulah,-0.8
berumah tangga,-0.4
berumpun,-0.6
beruntun,-0.6
berurat,-0.5
berurine,-0.6
berus,-0.8
berusuh,-1.0
berziarah,-0.8
berzina,-0.8
besar kepala,-0.75
besar perut,-0.6
besar rabu,-0.6
besi tua,-0.8
besit,-0.4
besot,-0.6
beta,-0.6
betas,-0.6
bete,-1.0
beterbangan,-0.3
beterjunan,-1.0
betina,-0.4
beton,-0.4
betung,-0.6
beud,-0.4
bhay,-0.6
biak,-0.6
biang keladi,-0.4
biar,-0.3
biarawati,-0.6
biarin,-0.6
biarkan,-0.3
biarpun,-0.6
bias,-0.4
biasa,-0.4066666666666667
biasin,-0.6
bicu,-0.6
bidah,-0.6
bidai,-0.8
bidas,-1.0
bidik,-0.4
bijaksana,-0.26666666666666666
biji buah,-0.6
biji mata,-0.6
biksah,-1.0
bilik,-0.6
bimbang,-0.845
bimbingan,-0.6
binal,-0.63
binasa,-0.5433333333333333
bingit,-0.875
bingung,-0.56
bini gelap,-1.0
bir,-1.0
birah,-0.6
birokrat,-0.6
bisa,-0.63
bisain,-0.4
bisik,-0.4
bison,-0.6
bisu,-0.3666666666666667
bisul,-0.8
biut,-1.0
blangko,-0.6
blaster,-0.6
blobor,-0.6
block,-0.8
blokir,-0.6
bloon,-0.6
blur,-0.8
bobol,-0.8
bobot,-0.5
bobrok,-0.75
bobroq,-0.8
bocor,-0.8
bodo,-1.0
bodoamat,-0.8
bodoh,-0.42
bogel,-0.53
bogem,-1.0
bogem mentah,-1.0
bogum,-0.6
bohong,-0.875
bokek,-1.0
bokep,-1.0
boker,-0.6
boksen,-1.0
bolak,-0.75
boleh jadi,-0.38
boleh juga,-0.6
bolong,-0.55
bolos,-0.6
bolsak,-0.8
bombastis,-0.3
bondong,-0.8
bondot,-1.0
bongak,-0.875
bonggol,-0.8
bongkah,-0.4
bongkak,-0.55
bongkar,-0.6
bongkar-bangkir,-1.0
bongkok,-0.56
bongkong,-0.6
bongok,-0.49
bonyor,-0.75
boong,-0.8
bopong,-0.3
borak,-0.8
boro,-0.4
borok,-1.0
boros,-1.0
bosen,-0.8
bosman,-0.8
bosun,-0.8
bot,-0.4
boyak,-1.0
brengsek,-0.815
brokat,-0.8
broker,-0.6
bromocorah,-1.0
brutal,-1.0
bruto,-0.6
buah,-0.3
buah bibir,-0.4
buah dada,-0.6
buah hati,-0.6
buah simalakama,-0.6
bual,-0.8
bualan,-0.8
buang,-0.6
buang air,-1.0
buang air besar,-1.0
buang air kecil,-0.6
buang hajat,-1.0
buang nyawa,-1.0
buang-buang air,-1.0
buangan,-0.8
buari,-0.8
buas,-0.815
buatan,-0.405
bubuk,-1.0
bucu,-0.6
budek,-0.6
bufer,-0.6
buhuk,-0.8
bujukan,-0.6
buka,-0.45
bukan,-0.6
bukan-bukan,-0.5
bukannya,-0.6
bukat,-0.775
bukti,-0.6
bulan,-0.2
bulan gelap,-0.75
bulan-bulanan,-0.8
bulat,-0.6
buletin,-0.6
bulevar,-0.8
bully,-1.0
bulsak,-0.8
buluh,-0.6
bulus,-0.815
bumpet,-0.75
buncah,-1.0
buncit,-0.6
bunda,-0.5
bundak,-0.6
bundel,-1.0
bunduk,-0.6
bunga hati,-0.6
bungkam,-0.4
bungsu,-0.6
buntang,-0.8
buntet,-0.4
bunting,-0.6
buntu,-0.675
buntung,-1.0
bunuh,-1.0
burai,-1.0
buram,-0.6
buras,-0.8
bureng,-0.63
buru,-0.3
buru-buru,-0.3
buruk,-0.855
busuk,-0.85
busut,-0.8
buta,-0.6
buta hati,-0.65
buta warna,-0.75
butek,-0.6
butuh,-1.0
butut,-1.0
buyut,-0.6
bye,-0.6
caba,-0.8
cabar,-0.8
cabau,-0.6
cabe,-0.4
cabean,-0.6
cabik,-0.6
cabuh,-0.6
cabuk,-0.75
cabul,-0.78
cabut,-1.0
cacat,-0.78
cacatan,-1.0
cacau,-1.0
cacauan,-0.8
caci,-1.0
caci maki,-1.0
cacian,-1.0
cacing,-0.8
cacing es,-0.8
cacing gelang-gelang,-0.8
cacing gila,-0.8
cacing gilig,-0.8
cacing ginjal,-0.8
cacing hati,-0.4
cacing hitadid,-0.8
cacing jantung,-0.8
cacing kalung,-0.8
cacing karawit,-0.6
cacing kentar,-0.8
cacing keremi,-0.8
cacing palolo,-0.8
cacing pipih,-0.8
cacing pita,-0.8
cacing rambut kuda,-0.8
cacing tambang,-0.4
cacing tanah,-0.8
cadang,-0.5
cadas,-0.6
cagaran,-0.6
cahari,-0.6
caing,-0.6
cair,-0.41500000000000004
cakap angin,-0.8
cakus,-0.8
calang,-0.63
calar,-0.6
calit,-1.0
campak,-0.8
campakkan,-0.8
camping,-0.6
campur aduk,-0.4
canda,-0.6
candal,-1.0
candala,-1.0
canggung,-0.7
cangkul,-0.8
cangkum,-0.6
capai,-0.5
capak,-0.8
cape,-0.8
capik,-0.5
capit,-0.6
caplak,-0.8
cari,-0.6
cariin,-0.4
carik,-1.0
caruk,-0.8
carut,-1.0
catak,-0.8
catut,-0.6
cebik,-0.6
cebur,-1.0
cecap,-1.0
cecer,-0.6
ceceran,-0.6
cecunguk,-1.0
cedera,-0.745
cedih,-0.6
cegak,-0.4
cegat,-0.6
cek,-0.8
cekah,-0.8
cekak,-0.6
cekang,-0.6
cekat,-0.4
cekau,-0.4
ceker,-0.6
cekluk,-0.8
cekok,-0.6
ceku,-1.0
cekuh,-0.6
cekung,-0.8
cela,-0.8
celaan,-1.0
celah,-0.6
celaka,-0.89
celampak,-0.6
celekeh,-0.75
celemotan,-0.8
celetuk,-1.0
celih,-0.8
celomes,-0.8
celomok,-0.775
celonok,-0.6
celopar,-0.8
celoteh,-0.8
celuk,-0.6
cema,-1.0
cemar,-0.905
cemas,-0.7050000000000001
cemas hati,-0.5
cemat,-1.0
cemberut,-0.8
cembung,-0.6
cemburu,-0.595
cemeeh,-0.8
cemeh,-0.8
cemeti dewa,-0.4
cemomot,-0.775
cemong,-0.8
cemooh,-1.0
cemoohan,-0.8
cempala mulut,-1.0
cempek,-0.8
cempelung,-1.0
cempeng,-0.8
cempera,-1.0
cemplung,-0.4
cempung,-0.8
cemuas,-0.8
cena,-0.6
cencala,-1.0
cendala,-1.0
cenderung,-0.4
cengang,-0.3
cengeng,-0.65
cengger,-0.6
cengkedi,-0.8
cengkeram,-0.5
cengkerama,-0.4
cengung,-0.6
centang,-1.0
cepol,-0.8
cerabah,-1.0
cerabih,-0.8
ceracam,-0.8
ceracau,-0.8
cerai,-0.8
cerai-berai,-1.0
cerca,-0.8
cercaan,-0.8
cercah,-0.5
cerewet,-0.69
cerita,-0.4
cerita anak,-0.4
cerita burung,-1.0
cerita khayal,-0.4
cerita rekaan,-0.8
ceriwis,-0.8
cerna,-1.0
ceroboh,-1.0
ceronggah,-0.8
ceruk,-0.6
cerup,-0.6
cetek,-0.49
cetera,-0.8
cetus,-0.2
cetusan,-0.2
cialat,-0.88
cibir,-1.0
cicik,-0.8
cikun,-1.0
cilok,-0.6
cimeng,-0.6
cincong,-1.0
cingangah,-0.8
ciplak,-0.6
cirit,-1.0
ciuman,-0.6
ciut,-0.6
claim,-0.6
classy,-0.4
close,-0.4
closed,-0.6
cobaan,-1.0
cocor,-0.6
colak-caling,-1.0
coleng,-0.8
colok,-0.3
colong,-1.0
comberan,-0.8
comblang,-1.0
comeback,-0.4
comot,-0.745
compeng,-0.8
compes,-0.8
condong,-1.0
congek,-0.6
congkak,-0.49
congkel,-0.8
congor,-0.6
conteng,-0.6
coplok,-0.6
copot,-0.3
coreng moreng,-0.8
corengmoreng,-0.8
cotok,-0.6
crash,-0.8
cry,-0.6
cuai,-0.43000000000000005
cuak,-0.65
cuat,-0.3
cubit,-0.6
cuca,-0.6
cucok,-0.2
cucuk,-0.6
cucup,-0.6
cucut,-0.6
cuek,-0.5
cuekin,-0.6
cuka belanda,-1.0
cuka jawa,-1.0
cukup,-0.845
cukupan,-0.6
cuma,-0.6
cumbu,-0.6
cumbuan,-0.6
cunam,-0.6
cupai,-0.5
cupet,-0.94
cupul,-1.0
cura,-0.6
curang,-0.815
curat,-0.2
curcol,-0.6
curhat,-0.3
curi,-1.0
curiga,-0.47666666666666674
curna,-1.0
curu,-0.6
cutel,-0.8
